title,description,NER
"4 killed, 7 injured in Rangpur road accident","Four persons were killed and seven others injured in a road accident on the Rangpur-Dhaka highway in Mithapukur of Rangpur in the small hours of Friday, reports BSS. The deceased labourers were identified as Rafikul Islam, 45, Shahidul Islam, 50, and Abul Kalam, 45, from different villages of Lalmonirhat and Fazlul Karim, 65, of Sirajganj district. “The accident occurred when an onion-laden truck overturned as its driver lost control over the steering while overtaking another truck there around 1:00am,” said Yamin-Ud-Dowla, officer-in-charge (OC) of Barodorga highway police station. The Rangpur-bound truck from Bagerhat was carrying onions with some 11 labourers, mostly from Lalmonirhat and other northern districts, aboard when the accident took place killing one labourer on the spot and injuring 10 others. Police and personnel from nearby Shothibari Fire Service and Civil Defence Station rushed to the spot, rescued the injured persons and sent them to Rangpur Medical College Hospital (RpMCH) where three of them succumbed to their injuries till 1:00pm today. The wounded labourers –- Golam Mostafa, 35, Amir Hossain, 30, Amir Ali, 40, Babu Mian, 45, Guru Das, 40, Arjun, 25, and Rasel Milan, 30 -– are undergoing treatment at the RpMCH as their condition is still critical. “Driver and helper of the truck fled from the scene soon after the accident,” the OC said, adding that a case was filed in this connection with Mithapukur police station.","[('Four', 'CARDINAL'), ('seven', 'CARDINAL'), ('Rangpur', 'GPE'), ('Mithapukur', 'GPE'), ('Rangpur', 'GPE'), ('the small hours of', 'TIME'), ('Friday', 'DATE'), ('BSS', 'ORG'), ('Rafikul Islam', 'PERSON'), ('45', 'DATE'), ('Shahidul Islam', 'PERSON'), ('50', 'DATE'), ('Abul Kalam', 'PERSON'), ('45', 'DATE'), ('Lalmonirhat', 'GPE'), ('Fazlul Karim', 'PERSON'), ('65', 'DATE'), ('Sirajganj', 'GPE'), ('around 1:00am', 'TIME'), ('Yamin-Ud-Dowla', 'PERSON'), ('Barodorga', 'GPE'), ('Rangpur', 'GPE'), ('Bagerhat', 'GPE'), ('11', 'CARDINAL'), ('Lalmonirhat', 'GPE'), ('one', 'CARDINAL'), ('10', 'CARDINAL'), ('Shothibari Fire Service', 'ORG'), ('Civil Defence Station', 'ORG'), ('Rangpur Medical College Hospital', 'ORG'), ('three', 'CARDINAL'), ('1:00pm today', 'TIME'), ('Golam Mostafa', 'PERSON'), ('35', 'DATE'), ('Amir Hossain', 'PERSON'), ('30', 'DATE'), ('Amir Ali', 'PERSON'), ('40', 'DATE'), ('Babu Mian', 'PERSON'), ('45', 'DATE'), ('Guru Das', 'PERSON'), ('40', 'DATE'), ('Arjun', 'PERSON'), ('25', 'DATE'), ('Rasel Milan', 'PERSON'), ('30', 'DATE'), ('RpMCH', 'FAC'), ('Mithapukur', 'GPE')]"
"One killed, 3 injured in Panchagarh road accident","A women was killed and three others injured in a road accident at Bypass intersection on Panchagarh-Debiganj highway in Boda upazila of the district Sunday, reports BSS. The deceased is Sufia Kathun, 50, wife of Raisul Islam of Mirpara village in Boda upazila. Officer-in-charge of Boda thana Abu Sayed Chowdhury said the accident occurred when a three-wheeler collided head-on with a sand-laden tractor at the Bypass intersection this afternoon, leaving Sufia dead on the spot and three other passengers injured. The injured are three-wheeler driver Joshim, 40, Dulu Sarker,60, and victim’s husband Raisul, 70. Boda thana police and fire service personnel, being informed, rushed to the spot and recovered the body and injured persons. Later, the injured were admitted to Rangpur Medical College Hospital for treatment.","[('three', 'CARDINAL'), ('Bypass intersection', 'FAC'), ('Panchagarh', 'GPE'), ('Boda', 'GPE'), ('Sunday', 'DATE'), ('BSS', 'ORG'), ('Sufia Kathun', 'PERSON'), ('50', 'DATE'), ('Raisul Islam', 'PERSON'), ('Mirpara', 'GPE'), ('Boda', 'GPE'), ('Boda', 'GPE'), ('Abu Sayed Chowdhury', 'PERSON'), ('three', 'CARDINAL'), ('Bypass', 'FAC'), ('this afternoon', 'TIME'), ('Sufia', 'PERSON'), ('three', 'CARDINAL'), ('three', 'CARDINAL'), ('Joshim', 'PERSON'), ('40', 'DATE'), ('Dulu Sarker,60', 'PERSON'), ('Raisul', 'PERSON'), ('70', 'DATE'), ('Boda', 'GPE'), ('Rangpur Medical College Hospital', 'ORG')]"
Two musicians killed in Chattogram road accident,"Two of the country's leading musicians -- percussionist Hanif Ahammed and drummer Partha Guha -- died in a fatal road crash in Chittagong on Saturday morning, reports UNB. The accident occurred in the Mirsarai area of Chittagong around 5 am on Saturday when a group of musicians, including Hanif and Partha, and singer Beauty Khan, were on their way to Cox's Bazar for a concert. On Friday night, the artistes performed at a stage show in Chandpur. Police said that a microbus in which the artistes were travelling collided head-on with a truck coming from the opposite direction. The impact of the collision was such that Partha died on the spot while others sustained injuries. They were rushed to Chittagong Medical College Hospital, where Hanif was declared dead on arrival by doctors. The other injured -- vocalist Beauty Khan and musicians Nandan, Rahat, Pappu and Tauhid -- are currently being treated there. Hanif's elder brother Manik and musician Imran have confirmed the news of the fatal accident, while artistes from all over the country are mourning the ""tragic demise"" of Hanif and Partha on social media. Of the injured, doctors at the hospital said, the condition of Beauty Khan is critical. Both Hanif and Partha have played with almost all renowned singers and musicians in the country in the past two decades. Celebrated musicians, including Ankhi Alamgir, Kona, Elita Karim, Kornia, Muhin and Arfin Rumey, have expressed ""deep shock"" on social media over the tragic accident.","[('Two', 'CARDINAL'), ('Hanif Ahammed', 'PERSON'), ('Partha Guha', 'PERSON'), ('Chittagong', 'GPE'), ('Saturday', 'DATE'), ('morning', 'TIME'), ('UNB', 'ORG'), ('the Mirsarai area', 'LOC'), ('Chittagong', 'GPE'), ('around 5 am', 'TIME'), ('Saturday', 'DATE'), ('Hanif', 'PERSON'), ('Partha', 'PERSON'), ('Beauty Khan', 'PERSON'), (""Cox's Bazar"", 'FAC'), ('Friday', 'DATE'), ('night', 'TIME'), ('Chandpur', 'GPE'), ('Partha', 'PERSON'), ('Chittagong Medical College Hospital', 'ORG'), ('Hanif', 'PERSON'), ('Beauty Khan', 'PERSON'), ('Nandan', 'PERSON'), ('Rahat', 'PERSON'), ('Pappu', 'PERSON'), ('Tauhid', 'PERSON'), ('Hanif', 'PERSON'), ('Manik', 'PERSON'), ('Imran', 'PERSON'), ('Hanif', 'PERSON'), ('Partha', 'PERSON'), ('Beauty Khan', 'PERSON'), ('Hanif', 'NORP'), ('Partha', 'PERSON'), ('the past two decades', 'DATE'), ('Ankhi Alamgir', 'PERSON'), ('Kona', 'PERSON'), ('Elita Karim', 'PERSON'), ('Kornia', 'PERSON'), ('Muhin', 'PERSON'), ('Arfin Rumey', 'PERSON')]"
One killed in Panchagarh road accident,"A motorcyclist was killed in a road accident in Rousonbagh area on the Panchagarh-Jalashi highway of Panchagarh district on Wednesday. The deceased was identified as Masud Rana, 24, son of Nur Islam of Jalashi village in the district. Police said the accident occurred when an easy-bike knocked his motorcycle. In no time a sand-laden truck coming from opposite direction ran over Masud Rana, leaving him dead on the spot. Being informed, Sadar thana police rushed to the spot and recovered the body with the help of locals. Police seized the truck but the driver managed to flee. Sadar Thana officer-in charge Abu Akkas Ahamad confirmed the incident.","[('Rousonbagh', 'GPE'), ('Panchagarh', 'GPE'), ('Panchagarh', 'GPE'), ('Wednesday', 'DATE'), ('Masud Rana', 'PERSON'), ('24', 'DATE'), ('Nur Islam', 'PERSON'), ('Jalashi', 'GPE'), ('Masud Rana', 'PERSON'), ('Sadar', 'GPE'), ('Sadar Thana', 'ORG'), ('Abu Akkas Ahamad', 'PERSON')]"
Road accident kills one in Narail,"A man was killed in a road accident in Kathadura area in Naragati thana of Kalia upazila of Narail on Monday, BSS reports. The deceased was identified as Md. Iqbal Molla, 40, son of one Sahabuddin Molla, from Chanderchar village in Kalia Upazila in the district. Police and witnesses said the driver of a human hauler, locally called Nosimon, was crushed and seriously injured when the Nosimon overturned on Monday around 10:00am. Locals rescued him and took him to Lohagora Upazila Health Complex where the physician declared him dead. Naragati thana officer-in-charge Roksana Khanom said a general diary was filed in this connection.","[('Kathadura', 'GPE'), ('Naragati', 'GPE'), ('Kalia', 'GPE'), ('Narail', 'GPE'), ('Monday', 'DATE'), ('BSS', 'ORG'), ('Md. Iqbal Molla', 'PERSON'), ('40', 'DATE'), ('one', 'CARDINAL'), ('Sahabuddin Molla', 'PERSON'), ('Chanderchar', 'GPE'), ('Kalia Upazila', 'GPE'), ('Nosimon', 'PERSON'), ('Nosimon', 'PRODUCT'), ('Monday', 'DATE'), ('around 10:00am.', 'TIME'), ('Lohagora Upazila Health Complex', 'ORG'), ('Naragati', 'GPE'), ('Roksana Khanom', 'PERSON')]"
Two killed in Sylhet road accident,"Two people were killed after a truck plunged into a canal from a bridge in Jaintiapur upazila of Sylhet early Sunday. The deceased were identified as Ebadur Rahman, the driver of the truck, and Russel Ahmed, the driver’s assistant, both hailing from Jaintiapur. Police said the accident occurred around 5:30am on Sylhet-Tamabil road at Damri Bridge. The soil-laden truck fell into a canal from Damri Bridge, killing two people on the spot, said Mohamamd Ibrahim, officer-in-charge of Jointapur Police Station. On information, police and fire service members recovered the bodies with the help of locals around 7:30am.","[('Two', 'CARDINAL'), ('Jaintiapur', 'GPE'), ('Sylhet', 'GPE'), ('early Sunday', 'TIME'), ('Ebadur Rahman', 'PERSON'), ('Russel Ahmed', 'PERSON'), ('Jaintiapur', 'GPE'), ('around 5:30am on Sylhet-Tamabil road at', 'TIME'), ('Damri Bridge', 'FAC'), ('Damri Bridge', 'FAC'), ('two', 'CARDINAL'), ('Mohamamd Ibrahim', 'PERSON'), ('Jointapur Police Station', 'ORG'), ('around 7:30am', 'TIME')]"
Two killed in Rangpur road accident,"Two persons were killed in a head-on collision between a running motorcycle and a bicycle at Khalashpeer point on the Pirganj-Nababganj road in Pirganj upazila in Rangpur on Friday afternoon, reports BSS. “The accident occurred when the motorcycle hit the bicycle at Khalashpeer Hat point at 4:45pm. Both the motorcyclist and bicyclist were killed on the spot,” officer-in-charge (OC) of Pirganj police station Saresh Chandra said this evening. The deceased were identified as motorcyclist fire service personnel Asadul Haque, 25, of village Thakurdas Laksmipur and bicyclist Tofazzal Hossain, 65, of village Banspukuria in Pirganj upazila. The dead bodies were handed over to relatives of the respective victims after completing the necessary legal process. “None filed a case in this connection with Pirganj police station,” the OC confirmed at 7:20 pm.","[('Two', 'CARDINAL'), ('Khalashpeer', 'LOC'), ('Pirganj', 'GPE'), ('Pirganj', 'GPE'), ('Rangpur', 'GPE'), ('Friday', 'DATE'), ('afternoon', 'TIME'), ('BSS', 'ORG'), ('Khalashpeer Hat', 'FAC'), ('4:45pm.', 'TIME'), ('Pirganj', 'GPE'), ('Saresh Chandra', 'PERSON'), ('this evening', 'TIME'), ('Asadul Haque', 'PERSON'), ('25', 'DATE'), ('Thakurdas Laksmipur', 'GPE'), ('Tofazzal Hossain', 'PERSON'), ('65', 'DATE'), ('Banspukuria', 'GPE'), ('Pirganj', 'GPE'), ('Pirganj', 'GPE'), ('7:20 pm', 'TIME')]"
3 killed in Cox’s Bazar road accident,"A road accident in Cox’s Bazar left three persons, including a child, dead and five others injured on Wednesday, UNB reports. The accident occurred on the Teknaf-Cox’s Bazar road around 10:00am. A passenger bus and an autorickshaw collided head-on, leaving three-wheeler passenger Salamat Ullah, 55, and his son Nazrul, 30, dead on the spot. Members of Hoikyang police outpost rescued the injured and took them to Palangkhali Goyalmara MFH Hospital and seized the bus. A young girl, aged about 8, died at the hospital, local sources said. Five of the victims have been shifted to Cox’s Bazar Sadar Hospital for better treatment. Hospital sources say two of them are in critical condition. Teknaf Model Police Station’s officer-in-charge Md Abdul Alim said they have so far received information about deaths of three persons in the accident.","[('Cox’s Bazar', 'GPE'), ('three', 'CARDINAL'), ('five', 'CARDINAL'), ('Wednesday', 'DATE'), ('UNB', 'ORG'), ('the Teknaf-Cox’s Bazar', 'FAC'), ('around 10:00am', 'TIME'), ('three', 'CARDINAL'), ('Salamat Ullah', 'PERSON'), ('55', 'DATE'), ('Nazrul', 'PERSON'), ('30', 'DATE'), ('Hoikyang', 'GPE'), ('Palangkhali Goyalmara MFH Hospital', 'ORG'), ('about 8', 'DATE'), ('Five', 'CARDINAL'), ('Cox’s Bazar Sadar Hospital', 'ORG'), ('two', 'CARDINAL'), ('Teknaf Model Police Station’s', 'ORG'), ('Md Abdul Alim', 'PERSON'), ('three', 'CARDINAL')]"
"2 killed, 30 injured in Chandpur road accident","Two female passengers were killed on the spot and 30 more wounded on Monday afternoon, as a bus fell into a roadside ditch in Moutabari area under Shahrasti upazila of Chandpur, reports UNB. The deceased are Biva Rani Dash, 62, from Naora village of Shahrasti upazila and Geeta Rani Bhowmik, 65, from Cumilla's Nimsar area. Shahrasti police station officer-in-charge (OC) Md Abdul Mannan said the Chandpur-bound passenger bus of ‘Bogdad Paribahan’ carrying the victims fell into roadside canal after the driver lost control over steering, leaving two passengers dead on the spot and 30 others injured. Shahrasti station police and Shahrasti-Hajiganj fire service jointly conducted a drive to rescue the stuck passengers and immediately sent them to hospital, said OC Mannan. Shahrasti Upazila Health Complex's physician Jahanara Aktar said both the female passengers died on the spot. Three passengers including females are admitted to the hospital with severe injuries. Jahanara said 15 passengers have already left the hospital after receiving primary treatment.","[('Two', 'CARDINAL'), ('30', 'CARDINAL'), ('Monday', 'DATE'), ('afternoon', 'TIME'), ('Moutabari', 'LOC'), ('Shahrasti upazila', 'LOC'), ('Chandpur', 'GPE'), ('UNB', 'ORG'), ('Biva Rani Dash', 'PERSON'), ('62', 'DATE'), ('Naora', 'GPE'), ('Shahrasti', 'GPE'), ('Geeta Rani Bhowmik', 'PERSON'), ('65', 'DATE'), ('Cumilla', 'GPE'), ('Nimsar area', 'LOC'), ('Shahrasti', 'GPE'), ('Md Abdul Mannan', 'PERSON'), ('Chandpur', 'GPE'), ('two', 'CARDINAL'), ('30', 'CARDINAL'), ('Shahrasti', 'GPE'), ('Shahrasti-Hajiganj', 'GPE'), ('Mannan', 'PERSON'), (""Shahrasti Upazila Health Complex's"", 'ORG'), ('Jahanara Aktar', 'PERSON'), ('Three', 'CARDINAL'), ('Jahanara', 'PERSON'), ('15', 'CARDINAL')]"
Two killed in Jashore road accident,"Two Motorcycle riders were killed and another two injured as two motorbikes collided head-on at Charavita area on Jashore-Narail road in Bagherpara upazila of the district on Tuesday evening, reports UNB. The deceased were identified as Md. Al Amin, 27, son of Anwar Hossain resident of Rajapur village in Lohagora upazila of Narail district and Yasin Rahman, 25, son of Mizanur Rahman of Teghori village in Bagherpara upazila under Jashore district. The accident took place at Charavita area on Jashore-Narail road when two motorbikes collided head-on, leaving Al Amin dead on the spot. Another injured Yasin died on the way to Khulna General Hospital, said Firoz Uddin, officer-in-charge (OC) of Bagherpara thana. Another injured two Motorcycle riders Kabil Sheikh, 26, and Sabbir Hossain, 17, were admitted in Jashore 250-bed general Hospital.","[('Two', 'CARDINAL'), ('two', 'CARDINAL'), ('two', 'CARDINAL'), ('Charavita area', 'LOC'), ('Jashore-Narail', 'FAC'), ('Bagherpara', 'GPE'), ('Tuesday', 'DATE'), ('evening', 'TIME'), ('UNB', 'ORG'), ('Md. Al Amin', 'PERSON'), ('27', 'DATE'), ('Anwar Hossain', 'PERSON'), ('Rajapur', 'GPE'), ('Lohagora', 'GPE'), ('Narail', 'GPE'), ('Yasin Rahman', 'PERSON'), ('25', 'DATE'), ('Mizanur Rahman', 'PERSON'), ('Teghori', 'GPE'), ('Bagherpara', 'GPE'), ('Jashore', 'GPE'), ('Charavita area', 'LOC'), ('Jashore-Narail', 'FAC'), ('two', 'CARDINAL'), ('Al Amin', 'PERSON'), ('Yasin', 'PERSON'), ('Khulna General Hospital', 'ORG'), ('Firoz Uddin', 'PERSON'), ('Bagherpara', 'GPE'), ('two', 'CARDINAL'), ('Kabil Sheikh', 'PERSON'), ('26', 'DATE'), ('Sabbir Hossain', 'PERSON'), ('17', 'DATE'), ('Jashore', 'GPE'), ('250', 'CARDINAL')]"
4 killed in Sherpur road accident,"Four people were killed and two others injured after a truck hit a CNG-run auto-rickshaw on Sherpur-Jhenaigati road at Mirzapur in Sadar upazila of Sherpur on Sunday, reports UNB. Three of the deceased were identified as Selim Mia, 25, son of one Taher Ali of Chandgao Tingharia area of Nalitabari upazila, Roksana Begum, 30, wife of Rafiqul Islam of Naljora area and Jobed Ali, 25, son of one Yusuf Ali of Bandadhara in Sadar upazila. Abdullah Al Manun, officer-in-charge of Sadar Police Station, said the accident occurred around 8:45am when the truck hit an auto-rickshaw, leaving three people dead on the spot and injured three others. The injured were taken to Sherpur District Hospital where another victim succumbed to the injuries later. Five of the victims were passengers of the auto-rickshaw going to Sherpur from Jhenaigati. Traffic remained suspended for some time after the accident. Police rushed to the spot and rescued the victims after the accident. Police also seized the bus but could not arrest the driver of the truck as he fled the scene.","[('Four', 'CARDINAL'), ('two', 'CARDINAL'), ('Sherpur', 'GPE'), ('Mirzapur', 'GPE'), ('Sadar', 'GPE'), ('Sherpur', 'GPE'), ('Sunday', 'DATE'), ('UNB', 'ORG'), ('Three', 'CARDINAL'), ('Selim Mia', 'PERSON'), ('25', 'DATE'), ('one', 'CARDINAL'), ('Taher Ali', 'PERSON'), ('Chandgao Tingharia area', 'GPE'), ('Nalitabari', 'GPE'), ('Roksana Begum', 'PERSON'), ('30', 'DATE'), ('Rafiqul Islam', 'PERSON'), ('Naljora', 'GPE'), ('Jobed Ali', 'PERSON'), ('25', 'DATE'), ('one', 'CARDINAL'), ('Yusuf Ali', 'PERSON'), ('Bandadhara', 'GPE'), ('Sadar', 'GPE'), ('Abdullah Al Manun', 'PERSON'), ('Sadar Police Station', 'ORG'), ('around 8:45am when the truck', 'TIME'), ('three', 'CARDINAL'), ('three', 'CARDINAL'), ('Sherpur District Hospital', 'ORG'), ('Five', 'CARDINAL'), ('Sherpur', 'GPE'), ('Jhenaigati', 'GPE')]"
2 killed in Hili road accident,"Two men were killed in a head-on collision between a motorcycle and a pickup van in Dinajpur’s Hili on Monday, UNB reports. The deceased were identified as Shakhawat Hossain, a final year student of Badarganj Government College and Najrul Islam from Badarganj upazila. Hakimpur Police Station’s in-charge Ferdous Wahid said Shakhawat and Najrul were returning to Badarganj from Hili on a motorcycle. They collided head-on with a pickup van. They died on the spot. Their bodies were recovered by police and taken to the police station.","[('Two', 'CARDINAL'), ('Dinajpur', 'GPE'), ('Hili', 'GPE'), ('Monday', 'DATE'), ('UNB', 'ORG'), ('Shakhawat Hossain', 'PERSON'), ('final year', 'DATE'), ('Badarganj Government College', 'ORG'), ('Najrul Islam', 'PERSON'), ('Badarganj', 'GPE'), ('Hakimpur Police Station’s', 'ORG'), ('Ferdous Wahid', 'PERSON'), ('Shakhawat', 'PERSON'), ('Najrul', 'PERSON'), ('Badarganj', 'GPE'), ('Hili', 'GPE')]"
One killed in Jashore road accident,"A man was killed as a truck hit his motorbike in the town’s New Khairtola area on Saturday night. The deceased was identified as Md. Sabuj Islam, 32, son of Sahidul Islam resident of Baluhar area in Kotchandpur upazila of Jhenidah district. Police and witnesses said, the accident took place at New Khairtola area on the Jashore-Jhenidah Road around 7.30pm when a truck hit his motorbike leaving him seriously injured. Locals rescued him and took to Jashore 250-bed general hospital where the physician declared him dead. He was heading towards his home at Baluhar area in Kotchandpur upazila from Jashore town. The body was sent to Jashore 250-bed general Hospital morgue for autopsy. Kotwali Model thana officer in charge (OC) Md.Moniruzzaman said,a General Diary (GD) was filed in this connection.","[('New Khairtola', 'LOC'), ('Saturday', 'DATE'), ('night', 'TIME'), ('Md. Sabuj Islam', 'PERSON'), ('32', 'DATE'), ('Sahidul Islam', 'PERSON'), ('Baluhar', 'GPE'), ('Kotchandpur', 'GPE'), ('Jhenidah', 'GPE'), ('New Khairtola', 'LOC'), ('the Jashore-Jhenidah Road', 'FAC'), ('around 7.30pm when a truck', 'TIME'), ('Jashore', 'GPE'), ('250-bed', 'QUANTITY'), ('Baluhar', 'GPE'), ('Kotchandpur', 'GPE'), ('Jashore', 'GPE'), ('Jashore', 'GPE'), ('250', 'CARDINAL'), ('Kotwali Model', 'GPE'), ('Moniruzzaman', 'PERSON')]"
Woman killed in Meherpur road accident,"A 50-year-old woman was killed as a passenger bus rammed the motorbike she was sitting on from the behind in Meherpur city on Thursday night. The deceased Karfina Akhter was returning home at Amdah village of Meherpur sadar upazila with her husband Golam Mustafa. As per the witnesses, Mustafa and his wife were returning home by motorbike when a passenger bus hit their vehicle at College Mor (intersection) area. Kafrina fell on the street and her head was crushed. Locals took them to hospital where the physician declared Kafrina dead. The witnesses said they saw a 17 to 18-year-old boy, who was apparently driving the bus, flee immediately after the accident. Meherpur sadar police station officer-in-charge said, a police team has been sent to arrest the driver and his assistants.","[('50-year-old', 'DATE'), ('Meherpur', 'GPE'), ('Thursday', 'DATE'), ('night', 'TIME'), ('Karfina Akhter', 'PERSON'), ('Amdah', 'GPE'), ('Meherpur', 'GPE'), ('Golam Mustafa', 'PERSON'), ('Mustafa', 'PERSON'), ('College Mor', 'FAC'), ('Kafrina', 'PERSON'), ('Kafrina', 'PERSON'), ('17 to 18-year-old', 'DATE'), ('Meherpur', 'GPE')]"
3 killed in Bandarban road accident,"Three people were killed and five others injured as a jeep locally called Chander Gari plunged into a ditch on Thanchi-Likri Road on Thursday morning, BSS reports. The deceased mostly labourers were identified as Md Ashu, hailed from Cox’s Bazar district, Md Hossain, from Chattogram and Payel Bom, from Thanchi Upazila. . Officer-in-charge of Thanchi Thana Md Sifuddin Anowar said the accident occurred as the driver of the Chander Gari lost his control over steering in Tin Kilometer area on the road. Ashu, Hossain and Payel Bom died on the spot. The Chander Gari was heading towards Thanchi. Injured people were admitted to Bandarban Sadar Hospital.","[('Three', 'CARDINAL'), ('five', 'CARDINAL'), ('Chander Gari', 'PRODUCT'), ('Thanchi-Likri Road', 'FAC'), ('Thursday', 'DATE'), ('morning', 'TIME'), ('BSS', 'ORG'), ('Md Ashu', 'PERSON'), ('Cox’s Bazar district', 'GPE'), ('Md Hossain', 'PERSON'), ('Chattogram', 'GPE'), ('Payel Bom', 'PERSON'), ('Thanchi Upazila', 'GPE'), ('Thanchi', 'GPE'), ('Md Sifuddin Anowar', 'PERSON'), ('the Chander Gari', 'PRODUCT'), ('Tin Kilometer', 'LOC'), ('Ashu', 'PERSON'), ('Hossain', 'PERSON'), ('Payel Bom', 'PERSON'), ('The Chander Gari', 'PRODUCT'), ('Thanchi', 'GPE'), ('Bandarban Sadar Hospital', 'ORG')]"
Road accident kills couple in city,"A couple was killed in a road accident near Padma Oil gate on Airport Road in Dhaka on Monday morning. Sub inspector of Airport police station Moshiul Alam said the accident took place at around 7:15am. The couple, Akash Iqbal and Maya Hazarika, was on the way to their respective workplaces while a bus of Azmeri Paribahan hit their motorbike near the under construction terminal of the airport. Akash worked at Padma bridge project and Maya at Hotel Lake Castle. The couple died on spot. Police said the bus has been brought to the local police station and bodies were sent to Dhaka Medical College Hospital for autopsy.","[('Padma Oil gate', 'FAC'), ('Airport Road', 'FAC'), ('Dhaka', 'GPE'), ('Monday', 'DATE'), ('morning', 'TIME'), ('Airport', 'FAC'), ('Moshiul Alam', 'PERSON'), ('around 7:15am.', 'TIME'), ('Akash Iqbal', 'PERSON'), ('Maya Hazarika', 'PERSON'), ('Azmeri Paribahan', 'ORG'), ('Akash', 'PERSON'), ('Padma', 'FAC'), ('Maya', 'PERSON'), ('Hotel Lake Castle', 'FAC'), ('Dhaka Medical College Hospital', 'ORG')]"
7 killed in Mymensingh road accident,"Seven people were killed after a bus hit an auto-rickshaw at Gachtala in Tarakanda upazila of Mymensingh on Sunday, reports UNB. The identities of the deceased could not be known immediately. Seven passengers of the auto-rickshaw were killed on the spot after a Netrakona-bound bus from Dhaka hit the Mymensingh-bound three-wheeler around 1:30pm, said Abul Khayer, officer-in-charge of Tarakanda police station. A firefighting unit from Mymensingh and police went to the spot and conducted the salvage operation. The bodies were taken to Mymensingh Medical College and Hospital.","[('Seven', 'CARDINAL'), ('Gachtala', 'GPE'), ('Tarakanda', 'GPE'), ('Mymensingh', 'GPE'), ('Sunday', 'DATE'), ('UNB', 'ORG'), ('Seven', 'CARDINAL'), ('Netrakona', 'GPE'), ('Dhaka', 'GPE'), ('Mymensingh', 'GPE'), ('three', 'CARDINAL'), ('around 1:30pm, said', 'TIME'), ('Abul Khayer', 'PERSON'), ('Tarakanda', 'GPE'), ('Mymensingh', 'GPE'), ('Mymensingh Medical College and Hospital', 'ORG')]"
Four killed in Narsingdi road accident,"Four people were killed and one injured as a private car collided head-on with a bus at Dhaka-Sylhet highway in Belabo upazila in Narsingdi on Friday. The accident took place at Jangua area in Narayanpur union at around 4:00pm. Bhairab highway police station’s sub inspector Delwar Hossain said the name of the victims could not be confirmed immediately. Three of the victims were female and one male, he added. Police, witnesses and local people said the accident took place when a Sylhet-bound bus of Al Mobarak Paribahan tried to overtake another bus. Bhairab highway police later recovered the bodies from the car. Locals later took a female passenger of the car to Dhaka Medical College Hospital.","[('Four', 'CARDINAL'), ('one', 'CARDINAL'), ('Dhaka', 'GPE'), ('Belabo', 'GPE'), ('Narsingdi', 'GPE'), ('Friday', 'DATE'), ('Jangua', 'GPE'), ('Narayanpur', 'GPE'), ('around 4:00pm.', 'TIME'), ('Bhairab', 'GPE'), ('Delwar Hossain', 'PERSON'), ('Three', 'CARDINAL'), ('one', 'CARDINAL'), ('Sylhet', 'GPE'), ('Al Mobarak Paribahan', 'PERSON'), ('Bhairab', 'GPE'), ('Dhaka', 'GPE'), ('Medical College Hospital', 'ORG')]"
4 sustain burns in Savar factory accident,"In a freak accident, four workers sustained burn injuries when hot water from a boiler spilled on them at a factory in Savar on Thursday, reports UNB. The injured workers have been identified as Rashedul, Hasan, Sandwip and Anwar. They are being treated at Enam Medical College and Hospital. The accident happened at SDS Yarn Dyeing factory in the Kuturia area of Savar’s Ashulia around 9:00 pm on Thursday. Hospital’s medical officer Nahiyan Binte Mojib said, “Rashedul and Hasan have been shifted to the hospital ICU as they sustained 60 per cent burns. The other two victims are being treated in the general ward.” Family members of the injured said that hot water from the factory’s boiler suddenly spilled on them, leading to the accident. Officer-in-Charge of Ashulia police station Kamruzzaman said that he was aware of the accident at the factory.","[('four', 'CARDINAL'), ('Savar', 'GPE'), ('Thursday', 'DATE'), ('UNB', 'ORG'), ('Rashedul', 'PERSON'), ('Hasan', 'PERSON'), ('Sandwip', 'PERSON'), ('Anwar', 'PERSON'), ('Enam Medical College and Hospital', 'ORG'), ('SDS Yarn Dyeing', 'ORG'), ('Kuturia', 'LOC'), ('Savar', 'GPE'), ('Ashulia', 'GPE'), ('around 9:00 pm', 'TIME'), ('Thursday', 'DATE'), ('Hospital', 'ORG'), ('Nahiyan Binte Mojib', 'PERSON'), ('Rashedul', 'PERSON'), ('Hasan', 'PERSON'), ('60 per', 'PERCENT'), ('two', 'CARDINAL'), ('Ashulia', 'GPE'), ('Kamruzzaman', 'PERSON')]"
21 policemen injured in Brahmanbaria accident,"At least 21 policemen were injured as a bus hit a police van on Cumilla-Sylhet highway at Pirbari in sadar upazila early Monday, reports UNB. Mozammel Haque Chowdhury, additional superintendent of sadar circle police, said the accident occurred early in the morning when the bus of 'Econo Paribahan' hit the police van carrying 21 cops, leaving them injured. Among the injured, seven policemen were sent to Sadar General Hospital as their condition were stated to be critical. The policemen were returning to their respective police stations after performing their duties. Police arrested the bus driver and its helper from the spot.","[('At least 21', 'CARDINAL'), ('Cumilla-Sylhet', 'FAC'), ('Pirbari', 'GPE'), ('early Monday', 'TIME'), ('UNB', 'ORG'), ('Mozammel Haque Chowdhury', 'PERSON'), ('early in the morning', 'TIME'), ('21', 'CARDINAL'), ('seven', 'CARDINAL'), ('Sadar General Hospital', 'ORG')]"
