,Unnamed: 0,newspaper_name,date_of_incident,time_of_incident,incident_type,location,death_count,injury_count,type_of_vehicle1,type_of_vehicle2,driver_age,links,description_text,published_time,full_text
350,350,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/court-orders-exhuming-sau-students-body/15800,Court orders exhuming SAU student’s body,"April 03, 2019","Additional Chief Judicial Magistrate Md Bahauddin Kazi issued the order on Wednesday.The body of Wasim Afnan, 22, a final-year biotechnology and genetic engineering student, was buried without autopsy.According to the statement, 11 SAU students boarded a Sylhet-bound bus of ‘Udar Paribahan’ at the Toll Plaza in Habiganj on March 23. They got down at Sherpur and had an altercation with the bus helper over fare.The helper pushed Wasim when he was getting off and the driver sped away. The university student was run over by the bus and wounded critically. He was taken to MAG Osmani Medical College Hospital where doctors pronounced him dead.Wasim’s body was handed over to his family without any autopsy at their request.Bus driver Jewel Ahmed, 26, and his assistant Masuk Mia, 38, have been arrested. Police said they confessed to their crimes during interrogation."
351,351,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/minor-boy-killed-in-narail-road-crash/15654,Minor boy killed in Narail road crash,"April 01, 2019","The deceased was identified as Raihan, 8, son of Bashir Molla of the village.The accident took place around 9am when the soil-laden trolley hit Raihan, leaving him critically injured, said Sub-Inspector of Sadar Police Station Rezaul Islam.Later, he was taken to Sadar Hospital where doctors pronounced him dead."
352,352,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/five-killed-in-noakhali-road-crash/15548,Five killed in Noakhali road crash,"March 30, 2019","The deceased were identified as Khadiza Begum, 40, wife of Badal Mia of Muzahidpur village in Begumganj upazila, her daughter Kamrunnahar Poli, 20, and Sohiduzzaman Sakib, 19, son of Omar Faruq of Darbespur village, Md Ibrahim Razu, 40, son of Omar Faruk of Wasiqpur village and auto-rickshaw driver Masud, 25.Witnesses said a Sonapur-bound bus of ‘Shugandha Paribahan’ collided head on with an auto-rickshaw around 2 pm leaving six people injured.The injured were rushed to Noakhali General Hospital where the doctors declared three of them dead while another succumbed to his injuries later in the day, said Firoz Molla, officer-in-charge of Begumganj Police Station.The injured were referred to Dhaka Medical College Hospital (DMCH) as their conditions deteriorated, said Mohiuddin Md Abdul Azim, a resident medical officer of the hospital. Meanwhile, auto-rickshaw driver Masud succumbed to his injuries near Kanchpur area while being taken to DMCH. Police seized the bus, but its driver managed to flee the scene immediately after the incident, he added."
353,353,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/21-killed-in-road-crashes-in-four-districts/15448,21 killed in road crashes in four districts,"March 28, 2019","In Chattogram, at least nine people, including two women and a child, were killed after a passenger bus rammed a microbus on Chattogram-Cox's Bazar Highway at Chunati Jaillartek around 1:15am.Cox's Bazar-bound 'Relax Paribahan' hit a microbus coming from the opposite direction, killing eight people on the spot and injuring four others, said Anwarul Haque, in-charge of Chunati police camp.One of the injured died after being taken to Lohagara Upazila Health Complex.Eight of the deceased were identified as Hazera Begum, 26, of Borohatia Laskarpara, Abu Taher, 22, of Chuti Khalifa Para of Lohagara upazila, Taslima Akter, 20, of Cox's Bazar district, Taslima's daughter Sadia, 2, Taslima's mother Mamtaz, 45, Nurul Huda, 25, of Chakaria, Afzal Hossain Sohel, 30, of Lohagara upazila and Sayem, 22, of Banshkhali upazila.In Madaripur, seven bus passengers, including two women, were killed and 30 others injured after a bus plunged into a roadside ditch on Dhaka-Barishal Highway at Kolabari in Madaripur Sadar upazila at noon.The deceased were identified as Hasia, 50, resident of Amratola village, Abbas, 30, resident of Pantapara village, Nayan, 30, Ranu Begum, 30, residents of Khoiyarbhanga village, and Habi Hawlader, 50, Sharif, 13, Ambia, 65, residents of Atipara village.The bus was carrying a group of Muslim devotees from a religious festival in Sadarpur upazila in Faridpur. “It fell off a bridge after being hit by a truck around 12:30pm, killing three passengers on the spot,” said Kamrul Hasan, officer-in-charge of Madaripur Sadar Police Station.Four of the injured succumbed to their injuries at hospital.In Jashore, four people were killed in two separate road crashes in the Sadar upazila’s Chaulia and Jashore Bus Terminal. Three were killed and 15 others injured after a Jashore-bound truck collided head-on with a human hauler in Chaolia on Jashore-Khulna Highway around 11am.Two of the deceased were identified as Alek Sarder, 55, of Narendrapur village in sadar upazila and Subrata Biaragi, 25, son of Subhash Bairagi of Gabukhali village in Monirampur upazila. In a separate accident, a cyclist died after being run over by a truck in the bus terminal area, said Samir Kumar Sarker, officer in-charge of Kotwali Police Station.In Rangamati, a construction worker was killed and five others injured when a jeep overturned in Agoijjya of Baghaichhari upazila.The deceased was identified as Zia Majhi, 45, of Durgapur upazila in Netrakona district.Sub-Inspector of Sajek Police Station Kamruzzaman said 35 construction workers were going to Machalong on two jeeps. Around 2pm, one of the jeeps overturned on the hilly road killing one on the spot.Five other workers have been severely wounded, police said."
354,354,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/madaripur-bus-plunge-kills-seven/15431,Madaripur bus plunge kills seven,"March 28, 2019","The deceased were identified as Hasia, 50, resident of Amratola village, Abbas, 30, resident of Pantapara village, Nayan, 30, Ranu Begum, 30, residents of Khoiyarbhanga village, and Habi Hawlader, 50, Sharif, 13, Ambia, 65, residents of Atipara village.Kamrul Hasan, officer-in-charge of Madaripur Sadar Police Station, said the bus carrying a group of Muslim devotees from an Oras (religious feast) in Sadarpur upazila in Faridpur plunged into the ditch breaking the railing of a bridge after being hit by a truck around 12:30pm. Three passengers died on the spot. Later, four others died after they were taken to hospital."
355,355,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/bus-driver-helper-put-on-5-day-remand-over-sau-student-death/15371,"Bus driver, helper put on 5-day remand over SAU student death","March 27, 2019","Moulvibazar district chief judicial magistrate Kazi Bahauddin passed the order after police produced bus driver Jewel Ahmed, 30, his assistant Masuk Mia, 31 of ‘Udar Paribahan’, before the court seeking a 10-day remand, said Sohel Ahmed, officer-in-charge of Moulvibazar Model Police Station.Twenty-two-year old Md Wasim Abbas, a final-year Biotechnology and Genetic Engineering student, was crushed to death by a bus after its helper reportedly pushed him off the vehicle at Sherpur in Moulvibazar Sadar upazila on Saturday.Later, SAU Proctor Prof Dr Mrittunjoy Kundu filed the case with Moulvibazar Model Police Station on Monday accusing driver Jewel, his assistant Masuk Mia and supervisor Sheful Mia. Sheful is on the run.The two arrested accused confessed about to their guilt in the primary interrogation.Meanwhile, the students of the university on Wednesday staged demonstrations on the campus and blocked Tilagarh road near the campus on the third day of their 3-day ultimatum to fulfill their 5-point demand."
356,356,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/motorcyclist-killed-in-mirpur-road-crash/15281,Motorcyclist killed in Mirpur road crash,"March 25, 2019","The deceased was identified as Nur Islam Shanto, 25.Officer-in-Charge of Mirpur Police Station Dadan Fakir said a bus of Tetulia Paribahan hit a motorcycle leaving Nur severely injured around 10:30 am.Later, he succumbed to his injuries after being taken to the hospital.Police arrested the bus driver and seized the bus, he said."
357,357,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/man-killed-several-injured-in-savar-road-crash/15183,"Man killed, several injured in Savar road crash","March 24, 2019","The deceased was identified as Abdul Mannan, 65, son of late Shahar Ali, hailing from Ramdaspur village in Bhola sadar upazila.A bus of ‘Ananda Super Paribahan’ ran over Mannan in the morning at Anarkoli Bus Stand in the area, leaving him dead on the spot.The bus later hit a roadside tree after its driver lost his control over the steering leaving 15 passengers of the bus injured.Being informed, cops from Ashulia Police Station seized the bus, said Sub-inspector Sazzad Hossain of the police station.Following the accident, locals brought out a protest procession and put barricade on the road.Meanwhile, five passengers of an auto-rickshaw suffered burn injuries after its gas cylinder exploded on Dhaka-Aricha Highway at Jolpur area in Savar in the morning.The injured were admitted to Savar Enam Medical Collage Hospital."
358,358,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/8-more-lives-lost-on-roads/15158,8 more lives lost on roads,"March 24, 2019","In Moulvibazar, a university student was crushed to death by a bus after its helper reportedly pushed him off the vehicle at Sherpur in Sadar upazila in the afternoon.The deceased was identified as Wasim Afnan, 22, a 4th-year student of Biotechnology and Genetic Engineering department of Sylhet Agricultural University (SAU) and son of M Abu Zahed Mahbub and Dr Mina Parvin of Rudra village in Nabiganj upazila of Habiganj.According to witnesses and victim’s friends, 11 students of the university boarded a Sylhet-bound bus of ‘Udar Paribahan’ coming from Mymensingh at the Toll Plaza in Habiganj after attending a wedding ceremony. They decided to get down from the bus at Sherpur. At that time, a brawl broke out with the bus helper over fare which was later settled, said SAU student Shiplu Roy.As Wasim was the last man to come down of the bus, its helper pushed him out of the vehicle around 5pm and the driver soon sped away. Under the impact of the push, the university student went beneath the wheels and was eventually run over by the bus, he said.Wounded critically, Wasim was sent to Sylhet MAG Osmani Medical College Hospital where doctors declared him dead, said sub-inspector Faruque Ahmed of the hospital police camp.Sub-inspector Quamrul Islam of Sherpur Highway Police said the accident happened as the helper closed the bus door before the student got down from it.Police seized the bus from Begumganj of Osmaningar upazila of Sylhet and arrested its driver but its helper remained absconding.Meanwhile, students of the university took to the streets and staged demonstrations at the Sylhet bus terminal in South Surma protesting the death of their fellow.They also announced to boycott classes on Sunday and observe it as the mourning day.In Joypurhat, two motorcyclists were killed and another was severely injured in a head-on collision with another motorbike on Panchbibi-Kamdia road in Panchbibi upazila around 3pm.The deceased were identified as Tabibur Rahman Mondal, 55, son of late Mafiz Uddin of Panial village, and Mahfuz Akhter, 22, son of Aijul Islam of Danejpur village in the same upazila.Injured Ratul Prashad Goala was rushed to Joypurhat Modern Hospital and later shifted to Shaheed Ziaur Rahman Medical College Hospital in Bogura considering the severity of his injury, said Bozlar Rahman, officer-in-charge of Panchbibi Police Station. In Tangail, two young men were killed when their motorcycle crashed into a roadside palm tree at Taltola in Basail upazila at night. The deceased were identified as Shawon Khan, 27, son of Lal Khan, and Jamil, 25, son of Billal of Kamutia village in the upazila. Quoting locals, SM Tuhin Ali, officer-in-charge of Basail Police Station, said Shawon and Jamil were going to join a pre-election gathering at Ekdal village in a motorcycle. However, their speedy bike hit the tree around 7:45pm, leaving them dead on the spot. In Munshiganj, a sixth-grader boy died after he was run over by a passenger bus on Dhaka-Mawa Highway in Medinimandal area of Lauhajang upazila. The deceased was identified as Antar, 12, son of Md Raza Miah of the same area. He was a student of Mediniganj Anwar Ali High School.The speeding bus hit him while giving space to another vehicle, killing Antar on the spot, said Golam Morshed Talukder, in-charge of Hashara Highway Police Outpost. Students of the school and locals put barricades on the road, interrupting vehicular movement for about two and a half hours.In Gazipur, a motorcyclist was killed and two pillion riders were injured in an accident involving three vehicles on Dhaka-Mymensingh Highway in Salna area in the city. The deceased was identified as Jumman Hossain, a college student and son of Zahangir Alam, hailing from Baopara area in the city.In Nilphamari, a teenage female worker was killed when a bus hit an auto-rickshaw at Shimultoli village in Sadar upazila of Nilphamari at night. The deceased was identified as Babita Rani Dutta, 16, a worker of a factory in Uttara Export Processing Zone and daughter of Sunil Dutta of the village. Shahjahan Pasha, officer-in-charge of Sadar Police Station, said Babita was returning home from her workplace around 10:30pm. The bus knocked the auto-rickshaw she was travelling in from behind, leaving her dead on the spot. On information, police recovered the body and sent it to Sadar Hospital morgue for autopsy, the OC added."
359,359,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/4-killed-in-separate-road-crashes/15139,4 killed in separate road crashes,"March 23, 2019","In Joypurhat, two motorcyclists were killed and another severely injured in a head-on collision with another motorbike on Panchbibi-Kamdia Road in Panchbibi upazila around 3pm.The deceased were identified as Tabibur Rahman Mandal, 55, son of late Mafiz Uddin, resident of Panial village, and Mahfuz Akhter, 22, son of Aijul Islam of Danejpur village in the same upazila.The injured Ratul Prashad Goala was rushed to Joypurhat Modern Hospital and later shifted to Shaheed Ziaur Rahman Medical College Hospital in Bogura considering the severity of his injury, said Bozlar Rahman, officer-in-charge of Panchbibi Police Station.In Munshiganj, a sixth-grader boy died after he was run over by a passenger bus on Dhaka-Mawa Highway in Medinimandal area of Lauhajang upazila.The deceased was identified as Antar, 12, son of Md Raza Miah of the same area. He was a student of Mediniganj Anwar Ali High School.A speeding bus hit him while giving space to another vehicle, killing Antar on the spot, said Golam Morshed Talukder, in-charge of Hashara Highway Police Outpost.Students of the school and locals put barricades on the road, interrupting vehicle movement for about two and a half hours.In Gazipur, a motorcyclist was killed and two pillion riders were injured in an accident involving three vehicles on Dhaka-Mymensingh Highway in Salna area in the city.The deceased was identified as Jumman Hossain, a college student and son of Zahangir Alam, hailing from Baopara area in the city.The body was sent to Shaheed Tajuddin Ahmad Medical College Hospital for autopsy, said Samir Chandra Sutradhar, officer-in-charge of Gazipur Metropolitan Police Station."
360,360,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/barishal-road-crash-death-toll-rises-to-7/15055,Barishal road crash death toll rises to 7,"March 22, 2019","The accident took place in the city’s Tetultala after a Barishal-bound bus of ‘Durjoy Paribahan’ hit a human hauler. A woman was killed on the spot and 10 others were injured, said Yunus Ali, station officer of Barishal Fire Service.Police identified those killed in the accident as Shila Haldar, 24, an MA student at Barishal BM College, Manik Shikdar, 40, auto-rickshaw driver Khokon, 35, Sohel 25 and Parvin Begum, 35, her son Taium, 7, of Babuganj upazila and Meherunessa, 50, of Madhabpasha. Taium died while being taken to Dhaka for better treatment.Police and fire service officials took the injured to Sher-e-Bangla Medical College Hospital where five of the injured died.Four survivors of the accident — Abdullah, 7, Sumon, 25, Tonny, 17, and Dulal Haldar, 30 — are undergoing treatment at the hospital."
361,361,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/collision-between-two-buses-kills-3-in-sirajganj/14947,Collision between two buses kills 3 in Sirajganj,"March 20, 2019","The identities of the deceased could not be known yet.Shahid Alam, officer-in-charge of Bangabandhu Bridge West Police Station, said that the accident took place around 4:45 pm when the ‘Hanif Paribahan’ bus collided head-on with another bus, leaving three people dead on the spot and 19 others injured."
362,362,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/3-killed-in-manikganj-road-accident/14590,3 killed in Manikganj road accident,"March 15, 2019","The deceased were identified as pick-up van driver Chan Mia, 28, from Rangpur, Zillur Rahmn, 30, and Hamidur Rahman, 30, of Jashore’s Keshabpur Upazila.Highway police said the accident took place around 7:30am when the goods-laden truck hit the pick-up van transporting poultry, killing two on the spot and injuring the driver.Chan Mia succumbed to this injuries when he was being taken to Manikganj District Hospital, said Lutfur Rahman, officer-in-charge of Golra highway Police."
363,363,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/3-killed-in-chattogram-road-crash/14541,3 killed in Chattogram road crash,"March 14, 2019","The deceased were identified as Arif Hosain, 20, son of Nurul Afsar, Ismail Hossain, 22, son of Muslim Uddin and Mehedi Hasan, 28, son of Shah Alam.Md Iftekhar Hasan, officer-in-charge of Jorarganj Police Station, said motorbike crashed into the tree around 12:30 pm, leaving two riders dead on the spot and another injured.Later, the injured died on the way to Chittagong Medical College and Hospital."
364,364,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/3-killed-in-munshiganj-jashore-road-crashes/14261,"3 killed in Munshiganj, Jashore road crashes","March 10, 2019","In Munshiganj, two people were killed and two others injured when a bus ploughed through a shop beside Dhaka-Mawa Highway at Chandrabari in Louhajang upazila in the morning.The deceased was identified as Abdur Rahman Sheikh, 70 and Parash Ali Dewan 65 of Purba Shimulia village in the upazila.The accident took place around 8:45 am when the bus ploughed through the shop of construction materials, leaving two killed on the spot and two others injured, said Manir Hossain, officer-in-charge of Louhajang Police Station.The injured were taken to Srinagar Upazila Health Complex.In Jashore, Newaz Hossain, son of Mintu, was killed when a bus of ‘Shohag Paribahan’ knocked down him in front of Sarothi Mills in Sadar upazila on Sunday.The bus was taken in the area for cleaning and Newaz met the tragic incident while he was getting down from it hurriedly, said a relative of the victim."
365,365,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/woman-dies-in-keraniganj-road-crash/14156,Woman dies in Keraniganj road crash,"March 09, 2019","The deceased was identified as Joyeeta Tasnia, 24, wife of Md Wahed of Chawkbazar area in the city.The accident took place when a speeding truck hit their motorcycle around 10 pm while they were returning home, leaving her dead on the spot, said Sub-inspector Rafiqul Islam of Keraniganj Model Police Station.On information, police seized the truck, he said adding that the body was sent to Mitford Hospital for autopsy."
366,366,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/man-killed-in-chuadanga-road-crash/14119,Man killed in Chuadanga road crash,"March 08, 2019","The deceased was identified as Rajab Ali, 55 of Damurhuda upazila.Witnesses said the sand-laden truck hit the bicycle carrying Rajab Ali while it was heading towards Chuadanga, leaving him dead on the spot, said Asaduzzaman, officer-in-charge of Alamdanga Police Station."
367,367,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-killed-in-manikganj-road-crash/14050,Two killed in Manikganj road crash,"March 07, 2019","The identities of the deceased could not be known yet.The accident took place around 8 pm when the bus hit the pick-up van heading towards Tepra Bus Stand, leaving two killed on the spot and five others injured.The injured were taken to local hospital."
368,368,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/covered-van-driver-killed-in-cumilla-road-crash/13852,Covered van driver killed in Cumilla road crash,"March 04, 2019","The deceased was identified as Tarek Hossain, son of late Dulal Miah, hailing from Laxmipur district.Police said that the accident took place around 11:30 am when the Feni-bound ‘Star Line Paribahan’ hit the covered van from behind, leaving the driver dead on the spot and two other people injured."
369,369,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/truck-runs-over-man-after-being-chased-by-police-in-cnawabganj/13721,Truck runs over man after being chased by police in C’nawabganj,"March 02, 2019","The deceased was identified as Shafiqul Islam. T M Mozahidul Islam, superintendent of Chapainawabganj, said that on secret information that the truck was carrying a consignment of Phensidyl, a team of Detective branch of police tried to stop it at Rasulpur in Shibganj upazila.But the truck driver fled ignoring the signal.Later, the team again tried to halt the truk at Shantir Mor.When, the truck driver was trying to flee with the truck, it ploughed through a shop and hit the bicycle, leaving Shafiqul critically injured.Later, Shafiqul died on way to hospital.Police seized 500 bottles of Phensidyl from the truck and arrested truck driver Ariful."
370,370,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/schoolgirl-killed-in-sylhet-road-accident/13706,Schoolgirl killed in Sylhet road accident,"March 01, 2019","The deceased was identified as Jahan Mahia, a Class-II student and daughter of Md Helal Ahmed of Gopalgaon village in the upazila. Witnesses said the Kulaura-bound bus hit the minor girl at the place around 2pm soon after she got down from a human hauler, leaving her dead on the spot.Later, police recovered the body from the spot and handed it over to family members."
371,371,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-killed-in-narayanganj-road-crash/13526,2 killed in Narayanganj road crash,"February 27, 2019","Police named deceased as Awal, 50 and Ali Hossain, 42.The accident took place around 9:50am when a Dhaka-bound bus crashed into the human hauler, Manjur Quader, officer-in-charge of Fatullah Police Station, said.Two passengers of the human hauler were killed on the spot and six others were injured.Police recovered the bodies and sent them to a local hospital morgue.The bus driver has been arrested."
372,372,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/six-killed-in-road-crashes-in-five-districts/13395,Six killed in road crashes in five districts,"February 25, 2019","In Dhaka, a transport worker was crushed in between two running buses at Janapod intersection in Jatrabari.The deceased was identified as Swapan, 30, a line man of a bus.In-charge of Dhaka Medical College and Hospital (DMCH) Bachchu Mia said around 6 am Swapan sustained severe injuries after being crushed in between two buses.He was rushed to DMCH and later succumbed to his injuries around 1 pm.The body was sent to morgue for autopsy.In Cumilla, two people were killed and 20 others injured after a bus collided head-on with a mini-bus at Baniapara area on the Dhaka-Chattogram Highway in Daudkandi Upazila.The identities of the deceased were not available immediately.Officer-in-Charge of Daudkandi Highway Police Station Abul Kalam Azad said a Feni-bound bus of 'Jatriseba Paribahan' hit a mini-bus, killing two people on the spot.The injured were taken to Gouripur Hospital and Dhaka Medical College Hospital.In Savar, an Assistant Sub-Inspector of Ashulia Police Station was killed and three others, including two constables, were injured after a rod-laden truck collided head-on with a police van in the early hours at Ghoshbagh area of Tongi-EPZ road in Ashulia.The deceased ASI was identified as Jashim Uddin, 28, son of Moksed Chaprashi of sadar upazila of Madaripur and the injured were- police van driver Dulal Mia, constables Anik Ahmed and Nazmul Huda.Officer-in-Charge of Ashulia Police Station Rizaul haque Dipu said four policemen were injured in the road crash. Doctors pronounced ASI Jashim dead when he was taken to hospital.They seized the truck but its driver and his assistant managed to flee, he said.In Jashore, a human-hauler overturned after hit a tree at Jatrapur ground area of Chaugachha Upazila around midnight, killing a schoolboy.The deceased was identified as Abu Musa, 13, son of Muktar Ali of Hazipur village of the upazila.Victim's father said that Musa was returning home after attending a religious gathering at Jatrapur village.Locals rushed him to Upazila Health Complex where doctors pronounced him dead.In Khulna, a health assistant was killed as a truck hit his motor-cycle at Narnia area of Jashore-Chuknagar road in Dumuria upazila.The deceased was identified as Zahidul Islam, 40, health assistant of a Health Centre in Keshabpur and resident of Sufolakathi union of the upazila.Superintendent of Police Md Anisur Rahman said Zahidul was going to Chuknagar while he lost control and collided with a truck around 11:30am.He was killed on the spot."
373,373,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/2-physicians-among-three-killed-in-khulna-road-crash/13393,2 physicians among three killed in Khulna road crash,"February 25, 2019","The deceased were identified as Shahadat Hossain, 62, a retired physician of Phultala Upazila Health Complex, and Moazzem, 60, retired physician of Khulna Medical College Hospital, and private car driver Jahangir Hossain, 40.Phultola Police Station Officer-in-Charge Monirul Islam said the accident took place around 3:45pm when a bus of ‘Garai Paribahan’ from Kushtia hit a Khulna-bound private car, killing the trio on the spot.Police recovered the bodies and sent them to a local hospital for autopsy."
374,374,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/school-teacher-killed-in-natore-road-crash/13072,School teacher killed in Natore road crash,"February 20, 2019","The deceased was identified as Abdul Bari, a resident of the upazila.The accident took place when an auto-rickshaw hits a school rickshaw-van collided head on after hitting a motorcycle, leaving the motorcyclist dead on the spot and injuring six others, said Alim Hossain, officer-in-charge of Banpara Highway Police Station.The injured were taken to a local clinic and Rajshahi Medical College Hospital immediately, the OC added."
375,375,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/five-killed-14-injured-in-lalmonirhat-road-crash/13061,"Five killed, 14 injured in Lalmonirhat road crash","February 20, 2019","Four of the deceased were identified as Akkel Ali, of Bhurungamari upazila in Kurigram district, his grandson Ashik Islam, Mahabubul Haque of Nageshwari upazila and Sahana Begum of Kathalbari village of Kurigram sadar upazila.Mahfuz Alam, officer-in-charge of Sadar Police Station, said the accident took place around 10 pm when the Dhaka-bound bus hit the auto-rickshaw, leaving four auto-rickshaw passengers dead on the spot and 15 others injured.Another injured auto-rickshaw passenger died at hospital.Fourteen injured bus passengers were sent to Lalmonirhat and Kurigram Sadar Hospitals for treatment.On information, police recovered the bodies and sent those to Sadar hospital morgue.Police has seized the bus but its driver managed to flee."
376,376,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/4-killed-in-road-crashes-in-3-dists/13019,4 killed in road crashes in 3 dists,"February 19, 2019","The deceased were identified as Rajib, 24, son of Abdul Mannan, and Moktadir Mia, 60, son of Kalu Mia, both hailing from Charigram village in Mithamoin upazila in Kishoreganj; Mabia Begum, 39, wife of Saifuddin, resident of Kornakhali Mirzapur village of Shibganj upazila of Chapainawabganj. Police could not confirm the identity of another victim.In Kishoreganj, Rajib and Moktadir were killed in a head-on collision between a tractor and an auto rickshaw on Kishoreganj-Karimganj road in Shatal area of the district town around 2:30pm, said Abu Bakar Siddique, officer-in-charge of Kishoreganj Sadar Model Police Station.The driver and a passenger of the auto rickshaw also sustain severe injuries, he added. In Chapainawabganj, pillion rider Mabia was killed after being hit by a speeding truck on Chapainawabganj-Sonamansjid Road in Shibganj Upazila.“Mabia fell down and died on the spot after a Sonamasjid-bound truck hit the motorcycle around 9am,” said sub-inspector Faruk Khan of Shibganj Police Station.In Sirajganj, an unidentified youth, believed to be around 20-year-old, was killed after being hit by a truck on Sirajganj-Nalkha Highway in Shialkhola area in Sadar Upazila around 12:45pm."
377,377,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/woman-killed-in-chapainawabganj-road-crash/13007,Woman killed in Chapainawabganj road crash,"February 19, 2019","The deceased was identified as Mabia Begum, 39, wife of Saifuddin, resident of Kornakhali Mirzapur village of the upazila.Sub-Inspector Faruk Khan of Shibganj Police Station said the accident took place around 9am on Chapainawabganj-Sonamansjid Road in Kanshat.“Mabia fell down and died on the spot after a Sonamasjid-bound truck hit the motorcycle,” he said.Police seized the truck."
378,378,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/two-killed-in-rajbari-road-crash/12643,Two killed in Rajbari road crash,"February 14, 2019","The deceased were identified as Milon Pramanik, 22, son of Badsha Pramanik and Jalal Uddin Pramanik, 28, son of Shaheb Ali of Bogura district.Jahangir Alam, officer-in-charge of Rajbari Highway Police, said the accident took place around 2 am when a Baliaknadi-bound minibus from Bogura fell into the roadside ditch while giving side to a microbus coming from opposite direction, leaving two dead on the spot and eight others injured.The injured were taken to a local hospital, he said."
379,379,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/ff-among-3-killed-in-feni-road-crash/12609,FF among 3 killed in Feni road crash,"February 13, 2019","The deceased are—Abdus Sobhan, 75, his granddaughter Saika, 3, and Rehana Akhter, 26, wife of Mohammad Ripon, residents of Kazir Dighi village.Akbar Hossain, in-charge of Muhuriganj Highway Police outpost, said that the accident took place around 3:45pm when the Dhaka-bound ‘Unique Paribahan’ bus hit the human hauler from the back side, leaving two people dead on the spot and nine others, including four critically, injured. Among them, one died on the way to hospital and three others were sent to Chattogram Medical College and Hospital.Abdus Sobhan, a freedom fighter of Chhanua Union, lost his two sons-Nurun Nabi Chowdhury and Nur Ahmmed Munshi- in a road crash on December 14 and Saika was daughter of Nurun Nabi."
380,380,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/5-bcl-jubo-league-men-killed-in-khulna-road-crash/12435,"5 BCL, Jubo League men killed in Khulna road crash","February 11, 2019","Khulna, Feb 11 (UNB) –Five leaders and activists of Bangladesh Chhatra League and Jubo League were killed in a collision between a truck and a private car on Rupsha bridge bypass road at Harintala in the city on Sunday night. The deceased were identified as Mahbub Hasan Babu, organizing secretary, Walid Mahmud Utsob, deputy secretary, Saju Ahmed, assistant secretary, activist Aminul Islam of Gopalganj District Unit BCL and Jubo League district unit vice-president Sadequl Alam, hailing from Gopalganj district town. The Mongla-bound cement-laden truck collided with the Gopalganj-bound private car around 10:30 pm when the truck was giving side to a mentally challenged man, leaving the five people dead on the spot, said Shafiqul Islam, officer-in-charge of Labanchara Police Station. Among the victims, Sadequl was driving the car. The five friends came to visit Khulna, said the OC adding that the bodies were sent to GopalganjSadar Hospital for autopsy. Police seized the truck but the driver and helper fled away."
381,381,,,,,,,,,,,https://unb.com.bd/category/Bangladesh/4-killed-in-road-crashes/12351,4 killed in road crashes,"February 09, 2019","Police identified the deceased as Md Ali Arshaf, a retired army officer from Barishal, Md Mosharraf Hossain, son of Munayem Gazi of Patuakhali, Ekramul Sheikh, son of Rizzak Sheikh of Narail, and Md Mostofa of Bhola.Ashulia police’s Sub-Inspector Jaminur Rahman said Arshaf was killed after being run over by a speeding bus on Dhaka-Aricha Highway in Nabinagar in the morning.In a separate accident, Mosharraf was killed and four others were injured after the microbus they were travelling in overturned in Dhamrai, said Sub-Inspector Promoj of Dhamrai Police Station.Anwar Hossain, in-charge of Kalia Police Station, said peddled-van driver Ekramul was killed and two others were injured after a brick-laden vehicle ran them over at Chowrasta area around 11am.The injured – Minhaj Gazi and Razina Khanam – were admitted to Khulna Medical College Hospital in critical condition, the OC added.Meanwhile, Mostofa was killed when a brick crushing machine fell into ditch at Pauldia area here, said Sub-Inspector Niranjan Ray of Sirajdikhan Police Station."
