,Newspaper Name,Accident date,Header,News title,Deaths,Injured
790,Dhaka Tribune,Nov 20 2016,Three killed in 3 districts,Three killed in 3 districts,3,0
791,Dhaka Tribune,Nov 20 2016,2 killed in Sirajganj road accident,2 killed in Sirajganj road,2,0
792,Dhaka Tribune,Nov 4 2016,Two ran over by bus in Narayanganj,Two ran over by bus in Narayanganj,2,0
793,Dhaka Tribune,Nov 4 2016,"Mother, son among 4 killed in Khulna road accident","Mother, son among 4 killed in Khulna...",4,0
794,Dhaka Tribune,Nov 4 2016,"3 workers killed, 7 injured in Mymensingh road accident","3 workers killed, 7 injured in Mymensingh...",3,7
795,Dhaka Tribune,Nov 1 2016,3 killed in Comilla road accident,3 killed in Comilla road accident,3,0
796,Dhaka Tribune,Oct 31 2016,Dhaka College student loses hand under bus,Dhaka College student loses hand under...,0,1
797,Dhaka Tribune,Oct 29 2016,20 injured in Savar road accident,20 injured in Savar road accident,0,20
798,Dhaka Tribune,Oct 27 2016,"One killed, 10 injured in Gaibandha road accident","One killed, 10 injured in Gaibandha...",1,10
799,Dhaka Tribune,Oct 26 2016,Bus kills RMG worker in Narayanganj,Bus kills RMG worker in,1,0
800,Dhaka Tribune,Oct 24 2016,Traffic police killed in Rajshahi road accident,Traffic police killed in Rajshahi road...,1,0
801,Dhaka Tribune,Oct 22 2016,Another DMCH ambulance victim dies,Another DMCH ambulance victim dies,1,0
802,Dhaka Tribune,Oct 21 2016,Two killed in Munshiganj road accident,Two killed in Munshiganj road...,2,0
803,Dhaka Tribune,Oct 17 2016,2 killed in Faridpur road accident,2 killed in Faridpur road accident,2,0
804,Dhaka Tribune,Oct 9 2016,Six people killed in road accidents,Six people killed in road,6,0
805,Dhaka Tribune,Oct 3 2016,6 killed in Mymensingh road accident,6 killed in Mymensingh road...,6,0
806,Dhaka Tribune,Sep 30 2016,3 die in road rage in Chapainawabganj,3 die in road rage in...,3,0
807,Dhaka Tribune,Sep 29 2016,Three killed in road accident,Three killed in road accident,3,0
808,Dhaka Tribune,Sep 27 2016,Speeding truck kills three men in Brahmanbaria,Speeding truck kills three men in...,3,0
809,Dhaka Tribune,Sep 26 2016,5 killed in Chittagong road crash,5 killed in Chittagong road crash,5,0
810,Dhaka Tribune,Sep 24 2016,Couple killed in road accident,Couple killed in road accident,2,0
811,Dhaka Tribune,Sep 22 2016,Couple killed as bus rams into house in Rajshahi,Couple killed as bus rams into house...,2,0
812,Dhaka Tribune,Sep 21 2016,4 killed in Munshiganj road accident,4 killed in Munshiganj road...,4,0
813,Dhaka Tribune,Sep 19 2016,Six die as car plunges into ditch in Comilla,Six die as car plunges into ditch in...,6,0
814,Dhaka Tribune,Sep 18 2016,12 killed in road accidents,12 killed in road accidents,12,0
815,Dhaka Tribune,Sep 18 2016,Seven killed in Tangail road accidents,Seven killed in Tangail road...,7,0
816,Dhaka Tribune,Sep 17 2016,17 killed in road accidents in 3 districts,17 killed in road accidents in 3...,17,0
817,Dhaka Tribune,Sep 16 2016,"5 killed, 21 injured in Tangail road accident","5 killed, 21 injured in Tangail road...",5,21
818,Dhaka Tribune,Sep 16 2016,Child among 4 killed in Dinajpur bus accident,Child among 4 killed in Dinajpur bus...,4,0
819,Dhaka Tribune,Sep 14 2016,Elderly couple killed in Dhaka road accident,Elderly couple killed in Dhaka road...,2,0
820,Dhaka Tribune,Sep 14 2016,Four home goers killed in Rangpur accident,Four home goers killed in Rangpur...,4,0
821,Dhaka Tribune,Sep 12 2016,Seven killed in road accidents,Seven killed in road accidents,7,0
822,Dhaka Tribune,Sep 12 2016,Two dead after truck overturns in Tangail,Two dead after truck overturns in...,2,0
823,Dhaka Tribune,Sep 11 2016,16 killed in road accident in five districts,16 killed in road accident in five...,16,0
824,Dhaka Tribune,Sep 11 2016,Road crashes kill 4 in Gazipur,Road crashes kill 4 in Gazipur,4,0
825,Dhaka Tribune,Sep 10 2016,Road accidents take lives of six,Road accidents take lives of six,6,0
826,Dhaka Tribune,Sep 9 2016,Seven die in separate road accidents,Seven die in separate road...,7,0
827,Dhaka Tribune,Sep 7 2016,Two killed in Sirajganj road accident,Two killed in Sirajganj road...,2,0
828,Dhaka Tribune,Sep 6 2016,"One dead, 35 injured in Tangail accident","One dead, 35 injured in Tangail...",1,35
829,Dhaka Tribune,Sep 2 2016,JU Chhatra Dal leader killed in road accident,JU Chhatra Dal leader killed in road...,1,0
830,Dhaka Tribune,Aug 26 2016,2 killed in Tangail road accident,2 killed in Tangail road accident,2,0
831,Dhaka Tribune,Aug 19 2016,Tarikat Federation leader killed in road crash,Tarikat Federation leader killed in...,1,0
832,Dhaka Tribune,Aug 17 2016,6 killed in Pabna road accident,6 killed in Pabna road accident,6,0
833,Dhaka Tribune,Aug 15 2016,Road accident kills 1 in Natore,Road accident kills 1 in Natore,1,0
834,Dhaka Tribune,Aug 12 2016,Traffic constable dies after truck runs him over,Traffic constable dies after truck runs...,1,0
835,Dhaka Tribune,Aug 4 2016,Traffic constable crushed under truck in Ctg,Traffic constable crushed under truck...,1,0
836,Dhaka Tribune,Aug 4 2016,Two motorcyclists killed in Manikganj road accident,Two motorcyclists killed in Manikganj...,2,0
837,Dhaka Tribune,Jul 16 2016,Four die in Manikganj road accident,Four die in Manikganj road,4,0
838,Dhaka Tribune,Jul 15 2016,BNP leader hurt in Dinajpur road crash,BNP leader hurt in Dinajpur road...,0,1
839,Dhaka Tribune,Jun 25 2016,Foreigners among 25 injured in Ctg road accident,Foreigners among 25 injured in Ctg road...,0,25
840,Dhaka Tribune,Jun 24 2016,3 killed in Gazipur road accident,3 killed in Gazipur road accident,3,0
