,Newspaper name,Date of Incident,Time of Incident,Incident type,Location,Deaths count,Injury count,Type of vehicle,Gender ,Links,Description text,Date of publishing,Full Text,Article Summary,Image links
11,The Daily Star,,,,,2,,,,https://www.thedailystar.net/country/bangladeshi-expatriate-ruhul-amin-24-year-homecoming-wait-ends-in-death-1854937,A 24-year homecoming wait ends in death,"08:23 PM, January 16, 2020 / LAST MODIFIED: 08:39 PM, January 16, 2020","""Going [to] BD after 24 years"", read the Facebook status of Bangladeshi expatriate living in the US Ruhul Amin. However, before he could reach his home in Sylhet's Beanibazar, he died in a road accident on the Dhaka-Sylhet Highway in Brahmanbaria on Wednesday night. The accident also injured four more members of the family. Deceased Ruhul Amin (38) was a US Green Card holder who went to the country as a boy and lived there for the last 24 years, reports our Brahmanbaria correspondent. Awaiting his return, his parents rented a microbus for him at Hazrat Shahjalal International Airport. The tragic accident occurred after the microbus collided with a stone-laden truck coming from the opposite direction, Md Gias Uddin, sub-inspector (SI) of Khatihata Biswaroad Highway Police Outpost, told The Daily Star. The collision killed Ruhul on the spot and injured five others. They are: Ruhul's father Alim Uddin, younger brothers Nurul Amin and Fakhrul Amin, cousin Emran Ahmed, and driver Badshah Miah. Quoting relatives of the victim, SI Gias Uddin said that Ruhul, eldest of five, returned to Bangladesh on Wednesday after receiving his Green Card. The accident might have occurred due to the microbus driver driving in a tired and sleepy state, the police official added. Among the injured, Nurul Amin and Badshah Miah are in critical condition. The injured were rushed to Brahmanbaria General Hospital and later shifted to Sylhet MAG Osmani Medical College Hospital. ","""Going [to] BD after 24 years"", read the Facebook status of Bangladeshi expatriate living in the US Ruhul Amin. However, before he could reach his home in Sylhet's Beanibazar, he died in a road accident on the Dhaka-Sylhet Highway in Brahmanbaria on Wednesday night. The accident also injured four more members of the family.",https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/ruhul_amin-1_1.jpg?itok=cXSFMaSe&c=94251f63845c63c3d5447a2b634cc529
12,The Daily Star,,,,,2,,,,https://www.thedailystar.net/country/bgb-member-wife-killed-road-accident-rajshahi-dhaka-highway-1811386,"BGB member, wife killed in Rajshahi road accident ","02:07 PM, October 09, 2019 / LAST MODIFIED: 04:01 PM, October 09, 2019","A Bangladesh Border Guard (BGB) member and his wife were killed in a road accident on Rajshahi-Dhaka highway in Puthia upazila of Rajshahi this morning. The deceased were identified as Azim Uddin, a BGB member, and his wife Ruma Begum, 35, of Natore, reports our correspondent from Rajshahi quoting Rezaul Islam, officer-in-charge (OC) of Puthia Police Station. The accident occurred at around 11.00am when a Rajshahi bound truck rammed the BGB member’s motorbike from behind in front of Janata Bank’s Puthia branch, said the OC. They died on the spot, the police official said. The couple were travelling to Puthia from Natore to visit Ruma’s parents. Police seized the truck, however, its driver and helper managed to escape. ",A Bangladesh Border Guard (BGB) member and his wife were killed in a road accident on Rajshahi-Dhaka highway in Puthia upazila of Rajshahi this morning.,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road_ac.png?itok=4nxqlsyv&c=fbd851d5251cd72546ed6183ab0b9ce4
13,The Daily Star,,,,,2,,,,https://www.thedailystar.net/city/news/2-killed-dhaka-road-crashes-1789426,2 killed in Dhaka road crashes,"05:02 PM, August 23, 2019 / LAST MODIFIED: 05:04 PM, August 23, 2019","Two people were killed in separate road accidents in Rampura and Jatrabari areas of Dhaka today. Abdul Kader, 56, a driver by profession, sustained injuries after an unidentified bus hit his motorcycle from behind at Rampura bridge around 7:00am. He was rushed to Dhaka Medical College Hospital where doctors declared him dead, Inspector Bachchu Mia, in-charge of DMCH police camp, told The Daily Star. Meanwhile, Golam Mostofa, 60, was injured critically after a speeding pickup van ran him over in Matuail area of Jatrabari Police Station this morning. The accident took place around 10:00am when the victim was crossing the road, said the inspector.   Mostofa was declared dead soon after he was taken to the DMCH, added Bachchu Mia. ",Two people were killed in separate road accidents in Rampura and Jatrabari areas of Dhaka today.,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/accident_2_70.jpg?itok=aDHU74nb
14,The Daily Star,,,,,11,,,,https://www.thedailystar.net/backpage/news/ten-killed-roads-2-days-1786741,Eleven killed on roads in two days,"12:00 AM, August 18, 2019 / LAST MODIFIED: 04:05 AM, August 18, 2019","Eleven people, including four students, were killed in road crashes in the last two days. In Narsingdi’s Shibpur, three students were among the four people killed when a bus rammed into a car around 3:00am yesterday, police said. Four others were injured in the crash on Dhaka-Sylhet Highway. Akib Hossain, 27, Jannatul Ferdous, 25, Sadia Akter, 24, and her husband Ekram Mia, 35, died after a bus of Shyamoli Paribahan rammed into their car, officers said. All of them, except for Ekram, were MBA students at Millennium University in the capital. “They were returning from a picnic in Sylhet,” said Sergeant Jakrul Kabir of Itakhola Highway Police Outpost. The car was mangled in the crash and the bus plunged into a roadside ditch, he said. On Benapole-Jashore highway, BBA student Sobuj Hossain, 22, of the Jashore Cantonment College was killed in Tapshidanga area early yesterday. He was hit by a truck while going across the road, said Samir Kumar Sarker, officer-in-charge of Jashore Kotwali police station. In Noakhali’s Companiganj, four-year-old Muntaha was killed in Natun Bazar area when a CNG-run three-wheeler hit her around noon yesterday. Locals said she was playing with other children beside a road when the three-wheeler hit her and fled the scene. In Rangpur’s Manthana-Gangahari area, Anis, 35, of Dinajpur was killed and 30 other passengers of a bus were injured when the vehicle plunged into a roadside ditch on Friday night, said Inspector Abu Musa of Hazirhat Police Station in Rangpur. Also on Friday night, traffic constable Robi Chowdhury,33, was killed when he was he hit by a truck around 9:30pm in Jhaugara area on Mymensingh-Haluaghat road. He was trying to stop a truck from driving down the wrong side of the road, said OC Khondaker Shaker Ahmed of Kotwali Police Station. He died at Mymensingh Medical College Hospital about an hour after he was hit. The truck driver has been arrested, the OC said. In Gopalganj, 11-year-old Amin Sheikh, son of Al-Amin Sheikh, was run over and killed by a bus of Tungipara Express when he was crossing a road yesterday morning, said OC Monirul Islam of Gopalganj Sadar Police Station. Meanwhile, Sobuj Sheikh, 26, of Hatbariya village of Gopalganj, died on Friday evening, a day after he was injured in a road crash. In Narayanganj’s Rupganj, a motorcyclist was killed and his pillion injured when a car hit them on Kanchan-Kuril road near Nela Market yesterday afternoon. Five people in the car were also injured as it fell into a ditch. Ibrahim Sarkar, 42, of Dhaka’s Kawla area sold clothes, said Shahjahan Khan, Sub-Inspector of Rupganj Police Station. Our correspondents in Benapole, Brahmanbaria, Noakhali, Dinajpur, Mymensingh, Narayanganj and Faridpur contributed to this report. ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/2_2_5.jpg?itok=nDLwjw7l&c=fbd851d5251cd72546ed6183ab0b9ce4
15,The Daily Star,,,,,20,,,,https://www.thedailystar.net/backpage/news/road-crashes-claim-18-lives-1785949,Road crashes claim 20 lives,"12:00 AM, August 16, 2019 / LAST MODIFIED: 01:51 AM, August 16, 2019","At least 20 people were killed and 82 others injured in separate road accidents in eight districts yesterday. Of the 20 dead, seven were killed in Feni, four in Faridpur, three in Kishoreganj, two in Sirajganj, and one each in Gopalganj, Mymensingh, Barishal and Tangail. Of the 82 injured, 32 were in Faridpur, 20 each in Feni and Sirajganj, four each in Mymensingh and Kishoreganj, and one each in Gopalganj and Barishal. The injured were admitted in different hospitals in these districts and Dhaka, reports our correspondents. In Feni, the accident took place when the driver of a Cox’s Bazar-bound bus lost his control over the steering on the Dhaka-Chattagram highway and hit a roadside tree near the Lemua Bridge area in Sadar upazila around 6:00am. The passengers started their journey from the capital’s Pallabi. The accident left two passengers dead on the spot, two died on their way to a local hospital and three others died while undergoing treatment, said police. Of the dead, two were identified -- Shadat Hossain, 30, from Feni; and Sujan Miah, 40, from Munshiganj. In Faridpur, at least four people were killed and 32 injured in two separate road accidents at Bhanga and Sadarpur upazilas. Three of the dead were identified as Rowsan Fakir, 35, Mira Kundu, 60, and Sattar Mollah, 40, police said. The first accident took place at around 8:30am when a Tuhin Paribahan bus took off from Faridpur and was on its way to Nilphamari’s Saidpur and collided head-on with a local bus in Bhanga upazila’s Nowpara area. Rowsan, the local bus driver, and it’s passender Mira died on the spot. Another victim, who could not be identified, was taken to a local hospital where he was declared dead. Police seized both buses, said Ataur Rahman, officer-in-charge (OC) of Bhanga Highway Police Station. The second accident took place around 11:30am when a motorbike hit a man, who was standing beside the road in Sadarpur upazila’s Baburchar area. The victim was identified as Sattar, who was declared dead after being taken to hospital, said Lutfar Rahman, OC of Sadarpur Police Station. In Kishoreganj, three people were killed and four others injured in a road accident in Katiadi upazila’s Aachmita area. The dead were identified as Jalal Mia, 30, driver of a CNG-run auto-rickshaw, and its passengers Omar Faruq, 20, and Tofazzol Hossain, 28. Quoting locals, police said the accident occurred when a CNG-run auto-rickshaw, heading towards Bhairab from Karimganj with six passengers, collided head-on with a truck around 11:15am. After the accident, the three victims were taken to a local hospital where on-duty doctors declared them dead. Police seized the truck but its driver managed to flee, said Md Shafiqul Islam, OC (Investigation) of Katiadi Police Station. In Sirajganj, at least two people were killed and 20 injured as three buses collided at the Konabari point near the Bangabandhu bridge west-zone highway. The accident occurred around 2:30pm when a Dhaka-bound Hanif Enterprise bus collided head-on with North Bengal-bound Five Star Paribahan bus at Konabari point, after which another bus hit the Hanif Enterprise bus, said police quoting witnesses. The accident left two people dead on the spot, one of who was the driver of the Five Star Paribahan bus. The other victim could not be identified immediately, said Sayed Shahid Alam, OC of Bangabandhu Bridge West Zone Police Station. Vehicular movement on the Bangabandhu bridge highway remained suspended for half an hour due to the huge traffic jam after the accident. In Mymensingh, a madrasa student was killed and four of his family members were injured in a road accident in Phulpur upazila’s Imadpur area. The dead was identified as Jayed, 6, son of Abdul Malek. The accident took place around 1:00pm when a CNG-run auto-rickshaw heading to Sherpur collided head-on with a Mymensingh-bound bus at Imadpur area on the Mymensingh-Sherpur road, leaving Jayed dead on the spot. The victims were all passengers of the auto-rickshaw. Police seized the bus, but its driver and helpers managed to flee the scene, said Imarat Hossain Gazi, OC of Phulpur Police Station. In Gopalganj, a motorcyclist was killed while his wife was injured in a road accident at Gopalpur area under Kashiani upazila. The dead was identified as Tuhin Mollah, 45. The accident took place when Tuhin lost control and his motorbike overturned in Gopalpur area on the Dhaka-Khulna highway around 2:00pm. Tuhin died on the spot, said Ataur Rahman, OC of Bhanga Highway Police Station. In Barishal, a motorcyclist was killed and another injured after the motorbike was hit by a bus in Notunhut area of Babuganj upazila around 1:130pm. The deceased could not be identified immediately, said Dibakar Chandra Das, OC of Babuganj police station. In Tangail, a college student was killed after his motorbike collided head-on with a pickup in Boali area under Sakhipur upazila around 9:30am. The deceased was identified as Ishtiaq Ahmed, 18. The pick-up driver and his helper fled the scene, said Amir Hossain, OC of Sakhipur police station. ",None,None
16,The Daily Star,,,,,10,,,,https://www.thedailystar.net/country/sirajganj-munshiganj-road-accident-6-killed-1785286,10 killed in road crashes in 4 districts,"01:16 PM, August 14, 2019 / LAST MODIFIED: 06:52 PM, August 14, 2019","At least 10 people were killed and 24 others were injured in separate road accidents in Bogura, Natore, Sirajganj and Munshiganj districts since the day before Eid. Of the deceased, three were killed in a road accident in Bogura, one was killed in Natore, four including a journalist and his wife were killed in two separate accidents in Sirajganj while two were killed in separate accidents in Munshiganj, our Bogura, Natore, Pabna and Munshiganj correspondents report. In Bogura, three persons were killed and 20 others injured as two buses collided head-on in Shahjahanpur upazila this noon. The deceased are: a bus driver and two passengers Ranu Begum, 45, and her husband Md Khairul Islam of Rangpur Sadar upazila, reports our Bogura correspondent quoting police. A Rangpur-bound bus of Shyamoli Paribahan and a Dhaka-bound bus of Ahad Paribahan collided head-on at Aria Bazar area in the upazila around 1:45pm, leaving the three persons dead on the spot and 20 others injured, said Kajal Nandi, a sub-inspector of Kundarhat Highway Police Outpost, quoting locals. On information, police and fire service officials went to the spot and rescued the injured and recovered the bodies of the deceased, the SI said. The injured were taken to Bogura Shaheed Ziaur Rahman Medical College and Hospital for treatment, the police official also said, adding that several of them were in critical condition. In Natore, a pickup-van of police crashed with a private car, leaving the driver of the car dead and three police officials injured this morning. The incident took place on Bonpara-Hatikumrul highway in Boraigram upazila of Natore around 8:00am, reports our Natore correspondent quoting Dilip Kumar Das, officer-in-charge of Boraigram Police Station. The deceased was identified as Shahjahan Ali, 50, of Munshiganj. Additional Superintendent of Boraigram Circle Harun-Or-Rashid, his bodyguard Ibrahim Hossain, and pickup-van driver Mobarok Hossain were injured in the accident and are being treated at Natore Sadar Hospital, the OC added.  In Sirajganj, Rafikul Islam, 50, a reporter of a Bogura-based newspaper, and his wife Morsheda Khatun, 45, were killed when a bus hit their three-wheeler on Sirajganj-Bogura highway in Raiganj upazila of the district on Sunday morning, said Panchanand Sarkar, officer-in-charge of Raiganj Police Station. The driver of the three-wheeler was also injured in the accident, the OC said, adding that police seized the bus and detained its driver and helper from the spot. In another incident, two motorcycle riders – Mithun Kumar, 32, and Saidur Rahman, 35, -- were killed as a speedy bus hit them on Eid day (Monday) at Chandaikona area of the upazila around 7:00pm, the OC also said. Police seized the bus but its driver and helper managed to flee, he added.   In Munshiganj, an elderly man, Abu Taher, 70, was killed after a car ran him over on Dhaka-Chattogram highway in Gazaria upazila on Monday afternoon, said Sergeant Jatin Bhakta of Bhaber Char Highway Police Outpost, adding that the car fled the scene immediately after the accident. At the same spot, a woman, Rezia Begum, 45, was ran over by a bus of Tisha Paribahan around 7:45pm on Monday and was left dead on the spot, the police official said. Police seized the bus but its driver managed to flee, he added. ","At least 10 people were killed and 24 others were injured in separate road accidents in Bogura, Natore, Sirajganj and Munshiganj districts since the day before Eid.",None
17,The Daily Star,,,,,3,,,,https://www.thedailystar.net/country/news/3-killed-narayanganj-road-crash-1776214,3 killed in Narayanganj road crash,"01:10 AM, July 24, 2019 / LAST MODIFIED: 01:30 AM, July 24, 2019","Three persons were killed and eight others were injured in a road accident involving a pick-up van and a human haulier in Rupganj upazila of Narayanganj this evening.  The deceased were identified as Rabbi, Shahabuddin, and Jahangir, all of them were day labourers aged between 25-35 years, reports our Narayanganj correspondent quoting police. The identities of the injured could not be known immediately.  The incident took place around 7:00pm when the Kachpur-bound pick-up van collided with the human haulier coming from the opposite direction at Borab area on Dhaka-Sylhet highway in the upazila, leaving the three men dead on the spot, witnesses said.  The injured were rescued and sent to Dhaka Medical College Hospital (DMCH) for treatment, said Sub-Inspector Abdus Samaad of Kachpur Highway Police Station said. The bodies of the deceased have been sent to Narayanganj General Hospital morgue for autopsy, he also said. The pick-up van has been seized, the official added. ",Three persons were killed and eight others were injured in a road accident involving a pick-up van and a human haulier in Rupganj upazila of Narayanganj this evening. ,None
18,The Daily Star,,,,,,1,,,https://www.thedailystar.net/city/news/cop-injured-road-crash-dies-dmch-1772290,Cop injured in road crash dies at DMCH,"04:19 PM, July 16, 2019 / LAST MODIFIED: 06:04 PM, July 16, 2019","A traffic sergeant who was hit by a covered van in Barishal yesterday has succumbed to his injuries at Dhaka Medical College Hospital. Deceased Golam Kibria, 32, hailing from Patuakhali, was a traffic sergeant of Barishal Metropolitan Police (BMP). He was injured when a covered van of Jamuna Group hit him on Barishal-Patuakhali highway yesterday, our Barishal correspondent reports quoting Habibur Rahman Khan, deputy commissioner (headquarter) of Barisal Metropolitan Police. He signaled the van to stop around 12:15pm on the highway, but it tried to flee the scene ignoring the signal, DC Habibur said. He started to chase the van, but it hit him, leaving him injured critically, the DC added. The injured official was taken to Barisal Sher-e Bangla Medical College Hospital (SBMCH) immediately, said Nurul Islam, officer-in-charge of Kotwali Police Station. The victim was sent to Dhaka Medical College Hospital, said Baqir Hossain around 5:30pm yesterday, director of the Barishal hospital. Police later seized the van and its driver, Abdul Jalil Shikdar, from Nachity area of Barishal, said Abudul Malek, a duty officer of Barisal Bandar Police Station. A murder case was filed against the driver, he said.   ",A traffic sergeant who was hit by a covered van in Barishal yesterday has succumbed to his injuries at Dhaka Medical College Hospital.,None
19,The Daily Star,,,,,,,,,https://www.thedailystar.net/backpage/minister-obaidul-quader-says-road-crashes-25526-killed-last-10-yrs-1756183,"Road Crashes 25,526 killed in last 10 yrs","12:00 AM, June 13, 2019 / LAST MODIFIED: 12:57 AM, June 13, 2019","A total 25,526 people got killed while 19,763 suffered injuries in road accidents over the past decade, Road Transport and Bridges Minister Obaidul Quader said yesterday. On an average, 2,500 people die every year in road accidents across the country, Quader said in a scripted answer to a query of Harunur Rashid, BNP lawmaker in Chapainawabganj-3 constituency, in parliament. The minister noted that it was not the job of his ministry to keep records of cases filed over road accidents. In reply to another query from the BNP lawmaker, Quader said, “There is a specific format to record road accidents. Police, Bangladesh Road Transport Authority, and the Accident Research Institute under BUET are doing the job.” While detailing on the causes of road accidents, Quader said they usually occur due to lack of awareness among road users. Unskilled drivers, tendency to violate law, lack of implementation of law, unfit vehicles, tendency to overtake and overload vehicles are some of the main causes, he added.   ",None,https://assetsds.cdnedge.bluemix.net/sites/default/files/styles/big_2/public/feature/images/road_crash_bangladesh.jpg?itok=hkJ63Btn
20,The Daily Star,,,,,,,,,https://www.thedailystar.net/country/news/eid-journey-142-killed-countrywide-road-crashes-1754962,Eid journey: 142 killed countrywide in road crashes,"05:58 PM, June 10, 2019 / LAST MODIFIED: 06:49 PM, June 10, 2019","At least 142 people were killed and 324 others injured in different road accidents across the country including capital Dhaka from May 30 to June 9, according to a study report. The National Committee to Protect Shipping, Roads and Railways (NCPSRR) unveiled the figures of the causalities in a press statement today. The NCPSRR report said around 95 accidents took place on the roads and highways across the country at a time when as holidaymakers travelled to their near and dear ones for celebrating holy Eid-ul-Fitr and returned home after Eid. Based on the reports published in different print, electronic and online news portals, the NCPSRR has prepared the report, the press release said. The NCPSRR found six factors as the main causes of the road accidents during the Eid journey. The factors are: reckless driving, carelessness of drivers, their fatigue, negligence of police in discharging their duty, violation of the traffic rules, and plying of large number of motorcycles and three-wheelers on the roads and highways.   ","At least 142 people were killed and 324 others injured in different road accidents across the country including capital Dhaka from May 30 to June 9, according to a study report.",None
21,The Daily Star,,,,,14,,,,https://www.thedailystar.net/country/news/6-killed-faridpur-bus-hits-tree-1753468,Road crashes kill 14 on Eid day,"10:13 AM, June 05, 2019 / LAST MODIFIED: 08:29 PM, June 05, 2019","At least 14 people were killed and 44 others injured in separate road accidents in Faridpur, Lalmonirhat, Jhenidah, Tangail and Narsingdi districts today. In Faridpur, four people were killed and 23 others injured as a bus hit a roadside tree on Dhaka-Khulna highway at Dhuldi in Sadar upazila around 6:45am, reports our local correspondent. “A Chuadanga-bound bus of AK Travels hit a tree beside the road after its driver lost control over the steering, leaving four people dead on the spot and 23 others injured,” said Joynul Islam, a sub-inspector of Karimpur Highway Police Station. “The injured were taken to Faridpur Medical College Hospital for treatment,” the SI said. One of the deceased was identified as Md Malek, 55, of Jessore, while the other three could not be identified immediately. Kamoda Proshad Shah, superintendent of Faridpur Medical College Hospital, said, “23 people are now undergoing treatment at the hospital. We are trying our best for the treatment of the injured.” Police seized the bus, SI Joynul said.  In Lalmonirhat, three were killed and four injured as a pickup van fell into a ditch beside the Rangpur-Kurigram highway at Barobari area in Sadar upazila around 8:00am, reports our local correspondent quoting police. “The Kurigram-bound pickup van from Bogura was moving at a high speed on the road but the driver lost control on steering and fell into a roadside ditch, leaving three people dead on the spot and four others including the driver critically injured, said Nur Alam, a sub-inspector oat Lalmonirhat Sadar Police Station. The injured were rescued and admitted to Rangpur Medical College Hospital, the SI said. The identities of the deceased could not be known immediately. “We recovered the bodies and the pickup van,” SI Nur Alam added. In Jhenidah, two motorcyclists were killed and another person was injured after their motorcycle hit a roadside tree at Khalispur in Kotchandpur upazila around 9:30am, UNB reports quoting Pradip Kumar Mondol, sub-officer of Kotchandpur Fire Service Station. The deceased were identified as Bipul Hossain, 20, and Rana, 13. Injured Firoz Hossain has been undergoing treatment at Jashore Medical College Hospital, the official added. In Tangail, two youths were killed and six others injured when a pick-up van collided head-on with a bus on Bangabandhu bridge east link road at Salla in Kalihati upazila around 2:00pm, Mosharaf Hossain, officer-in-charge of Bangabandhu Bridge East Police Station told our local correspondent. Identities of the deceased could not be known immediately. In Narsingdi, three people were killed and 10 others injured in two separate road accidents on the Dhaka-Sylhet highway, our Brahmanbaria correspondent reports. Two of the deceased were identified as Mamun Mia, 20, son of Abdul Latif Mia of Bahadurpur village under Ashuganj upazila of Brahmanbaria, and Abdur Razzak, 28, son of Taleb Mia of Algi village in Narsingdi's Madhabdi. A Brahmanbaria-bound bus named Tisha coming from Dhaka lost control and collided head-on with a local bus, killing Mamun on the spot, Abu Taher Dewan, officer-in-charge of Madhobi Police Station, said. Abdur Razzak died after being taken to a local hospital. Seven people were also injured in the accident. In another incident, an unidentified person was killed and three others injured when a Sylhet-bound bus from Dhaka rammed a CNG-run auto-rickshaw, said Hafizur Rahman, in-charge of Itkhola highway police outpost. ","At least 14 people were killed and 44 others injured in separate road accidents in Faridpur, Lalmonirhat, Jhenidah, Tangail and Narsingdi districts today.",None
22,The Daily Star,,,,,19,,,,https://www.thedailystar.net/frontpage/news/19-die-roads-1752643,19 die on roads ,"12:00 AM, June 03, 2019 / LAST MODIFIED: 03:00 AM, June 03, 2019","At least 19 people, including a child, were killed and 12 others injured in road accidents in four districts yesterday. As Eid-ul-Fitr is just a few days away, almost all the highways have heavy traffic. Of the dead, nine were in Sirajganj, seven in Sunamganj, two in Gazipur and one was in Natore. Meanwhile, a non-government organisation -- National Committee to Protect Shipping, Roads and Railways (NCPSRR) -- yesterday said 1,890 people were killed and 3,543 others wounded in 1,792 road accidents in the first five months of this year across the country. In a press release, the NCPSRR said it got the figures after monitoring reports of 22 national dailies, 10 regional newspapers, and eight online news portals and news agencies. NCPSRR General Secretary Ashis Kumar Dey in the release said they had identified 10 major reasons behind the rampant accidents. The reasons include unhealthy competition among drivers, reckless driving, drivers and helpers running buses on contract, employing drivers without proper or no licence, lack of pedestrians’ awareness, and overloading and illegally overtaking. Besides, driving for a long time without breaks, poor law enforcement regarding unfit vehicles, violation of traffic rules, increase in motorcycles and three-wheelers numbers on roads and highways, and carrying of passengers and goods in locally made motorised vehicles were also mentioned. In Sirajganj yesterday, nine people were killed and three others injured as a bus heading for Pabna carrying homegoers collided head-on with a human haulier, locally known as laguna, in Boalia Bridge area under Ullapara upazila around 1:00pm. The human haulier was on the wrong side of the road when the bus hit it at speed, said Dewan Kawshik Ahmed, officer-in-charge of Ullapara Police Station. The human haulier fell into a roadside ditch. Eight of its passengers died on the spot and another one on the way to Sirajganj General Hospital, said the police official. Eight of the dead were identified as Nur Islam, 45, Md Akhter, 42, Rezaul Karim, 35, Abdul Mannan, 45, Md Ali, 25, Sabuj, aged around 35, Joynuddin, 42, and Ahmadul, 22, of Ullapara upazila. The identity of the other could not be known im-mediately. The injured were undergoing treatment at different hospitals, the OC added. In Sunamganj, seven people were killed and five others wounded as a bus heading for Dhaka crashed into a laguna in Ganiganj area of Dakshin Sunamganj upazila early yesterday. All the dead were laguna passengers. Six died on the scene while another died on the way to Sylhet MAG Osmani Medical College Hospital, said Harunur Rashid Chowdhury, OC of Dakshin Sunamganj Police Station. The dead were human haulier driver Noman Miah, 24, Sagar Ahmed, 15, Milon Miah, 16, Afzal Miah, 17, Rimendra Chandra Das, 22, Fazlul Karim, 30, and Shipon Kumar Saha, 33. After the head-on collision, both the vehicles plunged into a roadside ditch, said the OC. Newton Das Talukder, a local fire service official, said, “We think both the vehicles were running at high speed and drivers were probably feeling drowsy. These two factors might cause the accident.” In Gazipur, two siblings died when their motorcycle hit a roadside tree in Tetulia Bypass area under Kapasia upazila. The rider was trying to let a bus overtake them. The victims were Sobhan, 45, and Khorsed Alam, 30, of Phulbaria village in the upazila. Quoting witnesses, victims’ father Abdur Rashid said the two went for Eid shopping at Kapasia Bazar. When they were returning home, their motorbike hit a roadside tree. Both were critically wounded and they were rushed to Kapasia Upazila Health Complex where on-duty doctors declared them dead, he added. In Natore, eight-year-old girl Mariya Tasnim, daughter of Abdul Jalil, died on the spot and four members of her family sustained injuries when a microbus carrying them hit a roadside tree at Mohisbhanga in Baraigram upazila around 11:00am yesterday. Jalil, along with his family members, was going to his ancestral home at Bilbharat in Singra upazila to celebrate Eid, said Delwar Hossain, OC of Banpara Highway Police Station. Our correspondents in Pabna, Sylhet, Gazipur and Natore contributed to this report.
 ","Our correspondents in Pabna, Sylhet, Gazipur and Natore contributed to this report.",None
