Newspaper Name,Published date,Header,Article,Newspaper Link
New Age BD,"Aug 18,2019",One killed in road accident in Dhaka,"The deceased was identified as Shahidul Islam, 45, son of late Saidul Islam of Charikumarpara of Kamalkanda upazila in Netrakona.Local people found Shahidul critically injured being hit by an unknown vehicle under Badda over bridge around 7:30am, said Dhaka Medical College Hospital police camp inspector Bachchu Mia.Later, he was taken to DMCH where doctors declared him dead.More about:",https://www.newagebd.net/article/81790/one-killed-in-road-accident-in-dhaka
New Age BD,"Aug 18,2019",Seven killed in Cumilla road accident,"The identity of the deceased could not be known immediately.Lalmai police office-in-charge Badrul Alam Talukder said that the accident took place when a CNG-run auto-rickshaw collided with a Cumilla-bound bus from Dhaka.The driver and all the passengers of the auto-rickshaw died on the spot, he added.More about:",https://www.newagebd.net/article/81789/seven-killed-in-cumilla-road-accident
New Age BD,"Aug 18,2019"," 224 killed, 866 hurt in Eid-time road accidents ","At least 224 people were killed and 866 injured in 203 road accidents across the country during these Eid-ul-Azha holidays, says a report published on Sunday.On the other hand, 13 persons died and 15 were injured in 17 railway accidents while 16 people lost their lives, 59 went missing and 27 were injured in 24 waterway accidents, according to the report.The Passenger Welfare Association of Bangladesh published the report at a press conference at the Dhaka Reporters Unity in the capital.The association compiled the death figures from reports published in 41 national and regional dailies and 11 online news portals during 12 days between August 6 and 17.Reckless driving, especially after the Eid holidays, was mainly blamed for the fatal accidents while lack of adequate role by law-enforcers and other relevant authorities was also attributed to these accidents during the national holidays.Presenting the report, PWAB secretary-general Mozammel Haque Chowdhury, however, said that comparing to the 2018 Eid-ul-Azha, this year the number of road accident deaths fell by 6.25 per cent as the number of roadaccidents went down by 6.4 per cent due to a stronger monitoring by the law enforcers and the authorities concerned.A similar June PWAB report showed that at least 273 people were killed and 849 injured in 232 road crashes during the Eid-ul-Fitr holidays.According to the Sunday report, 52.21 per cent road mishaps took place as vehicles ran over pedestrians and 33 per cent involved motorcycles.Day-wise, the highest 30 people were killed and the highest 221 injured in road accidents on August 15.On the Eid day, August 12, a total of 27 people got killed and 52 were injured in 20 road accidents.Among the road-accident victims during this Eid-ul-Azha, 42 were students, 37 drivers, 22 children, eight members of law-enforcing agencies, three journalists, three physicians and two were political leaders.Buses were involved in 27.4 per cent road accidents; motorcycles in 26.33 per cent; trucks and covered vans in 16.4 per cent; three-wheeler auto-rickshaws in 13.52 per cent; micro buses and cars in 7.82 per cent; easy bikes and battery-run rickshaws in 4.98 per cent; and Nasimon and Karimon were involved in 3.55 per cent road accidents.About 52.21 per cent road accidents were caused by pedestrian-related reasons, 21 per cent were by head-on collisions, 17 per cent by falling in roadside ditches and 9.85 per cent were caused by other reasons.The association’s statistics showed that during Eid-ul-Azha in last four years road accidents claimed 224 lives in 2019, 259 in 2018, 254 in 2017 and 248 in 2016.In this Eid, 11 people were killed under the wheels of trains, one died falling from train roof, one died as a train and a vehicle collided and one committed suicide under a train.Mozammel observed that transport owners still did not pay workers their monthly salaries, which forced them to drive recklessly to earn more.He also blamed absence of members of law enforcers and relevant authorities in sufficient number on roads for accidents.Bangladesh Road Transport Authority’s former chairman Ayubur Rahman Khan alleged that the passengers also suffered as they were charged increased fare.The conference was attended, among others, by Conscious Consumers Society executive director Palash Mahmud, Jatri Odhikar Andolan convener Kefayet Shakil and Jatri Kalyan Samity vice-chairman Tawhidul Haque.According to the first information reports filed with the police in the first four months of this year, 427 people were killed and 658 injured in 848 accidents around the country.More about:",https://www.newagebd.net/article/81788/224-killed-866-hurt-in-eid-time-road-accidents
New Age BD,"Aug 18,2019",2 Bangladeshis killed in Kolkata road accident,"The deceased were identified as Farhana Islam Tania, 28, a banker and resident of Mohammadpur of Dhaka and Kazi Mohammed Mainul Alam, 36, a private service holder and resident of Mirpur, Dhaka.Shakespeare police station duty officer Amit Basu said that the accidents occurred when two cars collided head-on at Shakespeare Sharani leaving the two and several other pedestrians injured.The injured were rushed to SSKM Hospital. The on-duty doctors declared the two as dead. Another Bangladesh national was also wounded in the accident.Police said the deceased went to Kolkata for eye-treatment. The accident occurred when they were returning from the doctors’ chamber.More about:",https://www.newagebd.net/article/81779/2-bangladeshis-killed-in-kolkata-road-accident
New Age BD,"Aug 17,2019",Road accidents kill 7 in 4 districts,"Four people were killed and another was injured in a head-on collision between a bus and a car on Dhaka-Sylhet highway in front of Kararchar Madina Jute Mills under Shibpur upazila in Narsingdi around 3:00am, reports United News of Bangladesh.The deceased were identified as Akib Hossain, 27, Jannatul Ferdous and 25, Sadia Akhter, 24, and the private car driver Emran, 32. Three other victims were car passengers.Jakrul Kabir, Itakhola Highway Police Camp sergeant, said that the Sylhet-bound Shyamoli Paribahan bus collided with the Dhaka-bound car, leaving three people dead on the spot.Critically injured Akib Hossain and Sajal Mia were admitted to Narsingdi General Hospital where Akib Hossain died.Sajal was referred to Dhaka Medical College Hospital, Jakrul added.New Age Correspondent in Bogura reported that one woman was killed and eight more were injured a head of collision of two CNG-run auto-rickshaws on Charpara-Syed Ahmed College road in Sonatala around 1:30pm.The deceased was identified as Kohinur Begum, 40, wife of Ataur Rahman Sheikh from Aguniatair village.Sonatala police station officer-in-charge Abdullah Al Masud Chowdhury said that the accident took place as the auto-rickshaw driver tried to save a cow on the road.Kohinur died on her way to hospital and the injured were admitted to Bogura Shaheed Ziaur Rahman Medical College Hospital and a local health complex.New Age correspondent in Magura reported that a motorcyclist was killed and another was critically injured in a head-on collision of a bus and a motorcycle on Magura-Sreepur road at Borishat Bazar area around 7:30am.The deceased was identified as Ziaur Rahman, from Kalukhali village under Pangsha in Rajbari. Police sources said that Ziaur and Shamsuzzaman were going to Jashore from Kalukhali village by the motorcycle. Following the collision Ziaur died on the spot and injured Shamsuzzaman admitted at the Magura 250-bed Hospital.Police seized the bus but the driver managed to flee.New Age correspondent in Jashore reported that a three-wheeler driver died on the spot as his vehicle fell into a roadside ditch at Galgalia village under Bagharpara in the early hours.The deceased was identified as Fazlur Rahman, 20, from Shukhdebpur village under Bagharpara and during accident he was on the way to home, said Bagharpara police station officer in-charge Jasim Uddin.  More about:",https://www.newagebd.net/article/81681/road-accidents-kill-7-in-4-districts
New Age BD,"Aug 16,2019"," Industrialist, family members and 6 others killed in road accidents ","The New Age Correspondent in Mymensingh reported that the industrialist and his family members were killed as the car carrying them was sideswiped and knocked off the Mymensingh-Kishoreganj Highway at Ramgopalpur of Gauripur on Friday morning.The dead are Rafiquzzaman, 45, owner of Bangla Textile at Madhabdi in Narsingdi, his wife Shamsunnahar Shahana, 35, son Nabil Islam, 18, daughter Raonak Jahan, 13, and brother-in-law Ashraf Hossain, 25.Ashraf, originally from Chandinagar village under Durgapur in Netrokona, has been living at Madhabdi in Narsingdi with his family while Ashraf was from Madhupur of Ishwarganj upazila in Mymensingh.Businessman Rafiquzzaman’s 3-year-old son Nahid and their car driver Selim, however, survived the accident and were admitted to Mymensingh Medical College Hospital with serious wounds and injuries.Police said Rafiq went to his in-law’s house at Madhupur during the Eid holidays and he was returning home, but the accident took place at about 10:30am.Gauripur police station officer-in-charge Kamrul Islam Mia said that a Kishoreganjbound bus of MK Paribahan sideswiped and knocked off the car leaving Shamsunnahar Shahana dead on the spot and several others — Rafiqul, Nabil, Raonak, Nahid, Ashraf and Selim — critically injured.Locals, police and fire service personnel took the injured to Mymensingh Medical College Hospital where Rafiq, Nabil, Raonak and Ashraf died and the two others are undergoing treatment in a critical condition, he said.Mymensingh additional superintendent of police Sakher Hossain Siddiqui said the three-year-old boy was undergoing treatment at MMCH intensive care unit as his condition was critical.He said that traffic movement that became standstill after the accident on the road became normal within an hour after the bus and the car were removed from the road.The police officer said that they seized the bus but its driver managed to flee.The New Age Correspondent in Sirajganj, quoting Belkuchi police station officer-in-charge Anwar Hossain, reported that 28-year-old Ibrahim of Belkuchi uapzila town died at Dhaka Medical College Hospital on Friday morning, a day after he met a fatal accident on Sirajganj-Enayetpur road at Kamarpara under Belkuchi upazila.In Kushtia, Hosneara Begum, 45, of Hauspur under Mirpur in Kushta, was killed and 15 others injured while the bus carrying them skidded off the Kushtia-Chuadanga road at Baluchar area under Mirpur upazila on Friday afternoon, said Mirpur police station inspector (investigation) Abdul Alim.In Tangail, autorickshaw passenger Abdul Mannan, 62, of Sarishabari in Jamalpur was killed in a head-on collision of their auto-rickshaw and a microbus at Bhuiyanpur Friday afternoon while Abdul Kuddus Mia, 60, died in a separate accident on the west side of Noyai bridge area of Nagarpur upazila in the district, reported Bangladesh Sangbad Sangstha.United News of Bangladesh reported that schoolboy Shamim Reza, 16, of Gangni upazila in Meherpur was killed and five others injured when a picnic bus plunged into a ditch on Rajbari-Kushtia highway at Durgapur under sadar upazila in Rajbari on Friday at about 3:00am.In Netrakona, motorcyclist Ratan Khan, 42, of Chandhara under Purbadhala in the district was killed and his cousin Ramjan Khan injured when a Dhaka-bound bus hit their motorcycle from back on Shyamganj-Durgapur road at Atkapara under Purbadhala in Netrakona on Friday morning, said Purbadhala police station inspector (investigation) Mizanur Rahman.More about:",https://www.newagebd.net/article/81583/industrialist-family-members-and-6-others-killed-in-road-accidents
New Age BD,"Aug 15,2019",Road accidents kill 21 in 8 dists,"At least 21 people were killed and 80 injured in road accidents in five districts on Thursday.Among them, eight were killed in a road accident in Feni while three each were killed in two accidents in Kishoreganj and Faridpur, two each in Sirajganj and Mymensingh, and one each in Tangail, Chattogram and Barishal, according to reports received from the district correspondents.The New Age Correspondent in Feni Reported that a Cox’s Bazar-bound picnic bus hit a roadside tree on the Dhaka-Chattogram Highway at Lemua under Sadar upazila killing eight people and injuring at least 20 others on Thursday at about 7:00am.Seven of the dead are Opu, 35, and Sujon Mia, 28, of Bikrampur, and Iqbal, 38, and Shamim, 30, of Mirpur in Dhaka, Ripon, 30, of Madaripur, Munna Khan, 30, of Narayanganj and Shahadat Hossain, 28, of Feni.Mahipal highway police officer-in-charge Shahjahan Khan said that the accident took place when the Cox’s Bazar-bound bus of Prime Plus Paribahan hit a roadside tree, leaving six people — Opu, Sujon, Iqbal, Shamim, Ripon and Munna — dead on the spot and 22 others injured.The injured were immediately rushed to Feni  General Hospital where Shahadat died, said the hospital’s police camp nayek Maidul Islam.Another injured man died on way to Dhaka, he said.The hospital’s resident medical officer, Abu Taher Patwari, said 20 injured people were sent to Dhaka Medical College Hospital for better treatment.Md Pappu, an organiser of the picnic and a resident of Dhaka’s Mirpur, said that the victims were going to Cox’s Bazar from Dhaka’s Mirpur to enjoy a picnic after the Eid-ul-Azha.In Faridpur, three people including Raoshan Fakir, 45, of Ramnagar village under Nagarkanda in Faridpur and Mira Kundu, 60, of village Pachuria in Rajbari were killed and at least 30 others injured as a Rajshahi-bound bus of Tuhin Paribahan and another bus of Raju Paribahan from opposite directions collided head-on on the Faridpur-Barishal Highway at Bhanga area on Thursday at about 8:30am, police said.Bhanga highway police officer-in-charge Ataur Rahman said that the accident left Raju Enterprise bus driver Raoshan and Mira dead on the spot and several others of both the buses injured who were rushed to different hospitals in Bhanga and Faridpur.He said that another injured died at hospital.Vehicles became stranded on both sides of the spot for about two hours.Fire fighters and locals pushed the vehicles off the road and then the vehicular movement resumed.Officials at the upazila administration said at least 30 injured people were sent to different hospitals.In Kishoreganj, three auto-rickshaw passengers — Jamal Uddin of village Niamatpur under Karimganj and Tofajjal and Omor Faruque of village Boyra under Itna in the district were killed and four others injured as the Bhairab-bound auto-rickshaw was hit by a truck on Kishoreganj-Bhairab road at Vitipara point under Katiadi in the district in the afternoon, said Katiadi police station officer-in-charge Abu Sama Md Iqbal Hayat.He said that the accident left all the seven people in the auto-rickshaw injured.Among them, Jamal, Tofajjal and Omor were declared dead after they were taken to Jahurul Islam Medical College Hospital at Bajitpur.The OC said that they seized the truck but its driver and his assistant managed to flee.The New Age correspondent in Sirajganj reported that three people, including the driver of a bus, died in a head-on collision between two buses at Konabari on Dhaka-Rajshahi Highway at about 1:30pm.At least 20 more people were also hurt.Identities of the dead could not be known immediately.Bangabandhu Bridge West police officer-in-charge Syed Shaheed Alam said a Hanif Paribahan buas and a Five Star Paribahan bus collided head on leaving a passenger of Hanif Paribahan and the driver of Five Star Paribahan dead on the spot.The injured were taken to Bangamata Sheik Fazilatunnesa Mujib General Hospital, he said.The New Age correspondent in Tangail, quoting Sokhipur police station officer-in-charge Amir Hossain, reported that BAF Shaheen School and College student IstiaqAhmed, 18, of Shanbandha area of Sokhipur municipality in the district was killed when a Dhaka-bound pick-up van hit his motorcycle on Sokhipur-Dhaka road at Boali area of Sokhipur on Thursday at about 9:30am.In Chattogram, Abu Alam, 65, of Egaramile area under Hathazari was brought dead to Chattogram Medical College Hospital on Thursday afternoon, about an hour after he was critically injured as he was hit by a motorcycle near his residence, the hospital police outpost assistant sub-inspector Alauddin Talukder said.The New Age correspondent in Barishal, quoting Babuganj police station OC Dibakar Chandra Das, reported that a 30-year-old unidentified motorcyclist was killed and another one was hurt as their motorcycle was hit by a bus at Notunhut area under Babuganj upazila on Thursday afternoon.In Mymensingh, Jayed, 6, of Chenguria and Sirajul Islam, 45, of Shambhuganj under Sadar upazila in Sherpur, were killed and five others injured as a bus and an autorickshaw collided head-on on Dhaka-Haluaghat road at Imadpur under Phulpur upazila in the district at about 12:30pm, said Phulpur police station officer-in-charge Imarat Hossain Gazi.He said that all the victims were passengers of the auto-rickshaw.More about:",https://www.newagebd.net/article/81494/road-accidents-kill-21-in-8-dists
New Age BD,"Aug 12,2019"," Three killed, six injured in Manikganj road accident   ","The deceased were Monwar Hossain, 24, Obayed Hossain, 42, and Izahar, 45, from Kushita.Police sources said that some 18 cattle traders were returning home with 11 unsold cows on a lorry that fell into a roadside ditch at Pakuria in Ghior upazila.Two of the cattle traders died on the spot, said Yamin-ud-Doula, officer-in-charge of Barangail Highway police.The injured were taken to sadar hospital where Izahar died from injuries. More about:",https://www.newagebd.net/article/81377/three-killed-six-injured-in-manikganj-road-accident
New Age BD,"Aug 09,2019",Two killed in road accident,"The dead are Alfu Mia, 70, of village Narikeltala of Bahubal in Habiganj, and Sohel Ahmed, 30, son of Sirajul Islam of village Rasulpur in Bahubal, police said.Locals said a truck first ran over Alfu and then hit an auto-rickshaw carrying Sohel.More about:",https://www.newagebd.net/article/81146/two-killed-in-road-accident
New Age BD,"Aug 07,2019"," Two killed, seven hurt in Habiganj road accident ","The deceased were identified as Mukhles Mia, son of Abdul Jabbar of Puranbagh village, and Shakil Mia, son of Afroz Mia. Shakil is a student of Brindaban Government College in Habiganj.Masuk Ali, officer-in-charge of Sadar police station, said that the accident took place when a motorbike hit an auto-rickshaw, leaving nine people injured.Later, the injured were taken to a local hospital where two of them died from their injuries.More about:",https://www.newagebd.net/article/80968/two-killed-seven-hurt-in-habiganj-road-accident
New Age BD,"Aug 04,2019",Road accidents kill five in Tangail,"Mirzapur Thana police said three people including husband and wife died as an auto rickshaw collided head-on with a bus in Kadim Dewhata at Mirzapur upazila at around 10:00am.The deceased were identified as Jahangir Hossain, 35, and his wife Taslima Begum, 28, hailed from Chandulia village and Shoriful Islam, 40, an inhabitant in Mirzapur municipality area. Taslima died on the spot while Jahangir and Shoriful succumbed to their injuries at Kumudini Hospital. They were the passengers of the auto rickshaw.Besides, a man named Kamal Mia, 50, was killed and five others were injured as a truck hit a van in Garo Bazar area in Ghatail upazila early Sunday. He was a resident at Chariabaid village in the upazila.A man was also killed as a truck skidded of the road and plunged into a ditch in Sign Board area in Delduar upazila early Sunday.The man was identified as Shohorab Hossain, 48, an inhabitant of Kaliakoir upazila in Gazipur. He was a truck labour.More about:",https://www.newagebd.net/article/80662/road-accidents-kill-five-in-tangail
New Age BD,"Aug 04,2019",Two more victims of Thakurgaon accident die,"Abdur Rauf, 19, a student of Baliadangi's Shahid Akbar Ali Science and Technology College, died at Rangpur Medical College Hospital around noon while Baliadangi resident Dabirul Islam Comrade, 60, succumbed to his injuries at night.At least 10 people were killed and 27 others injured in the road accident on Thakurgaon-Dhaka Highway at Borokhochabari in Sadar upazila on Friday.The deceased were identified as Mostofa, 42, Mansura Begum, 35, Mangoli Rani, 63, Jaba Rani, 35, Abdur Rahman, 40, Abdul Majid, 42, Saraswati Saha, 50, Khitis Barman, 40, Kamrunnesa, 32, and Anwara Begum, 48. They were residents of different upazilas of the district.The accident took place around 8:00am when a bus of Dipjol Paribahan from Dhaka collided with a bus of Nishat Enterprise.Five people died on the spot and 27 others were injured.Twenty-four of the injured passengers were taken to the Sadar Hospital where two of them died.Three others succumbed to their injuries while being shifted to RMCH.More about:",https://www.newagebd.net/article/80651/two-more-victims-of-thakurgaon-accident-die
New Age BD,"Aug 02,2019",10 killed in Thakurgaon road accident ,"At least 10 people were killed and 21 injured as two buses collided head-on while one of them tried to save a goods-laden Nasimon on Thakurgaon-Dhaka highway near Jagannathpur Balaka Udyan point under Sadar upazila in Thakurgaon Friday morning.The deceased were passengers of the two buses and they were identified as bus driver Chaina, 40, Mostafa, 45, his wife Fatema, 40, Bipul Chandra, 35, Anwara Begum, 50, and Kamrunnessa, 50, of Baliadanghi upzilla in Thakurgaon and Abdur Rahman 45, Mongoli Rani 70,   Abdul Majid, 35, and Joba, 35 from Birganj upzila in Dinajpur.All 21 injured are now undergoing treatment at different hospitals, including Thakurgaon Sadar Hospital and Rangpur Medical College Hospital.The accident took place due to high speed of the buses and the presence of Nosimon, a locally modified goods carrier three-wheeler, on the highway, despite a ban on such low-speed vehicles on highways, the police and witnesses said.There were efforts by the government to stop all three-wheelers from running on highways as they are responsible for many deadly accidents like this across the country.Station officer of Thakurgaon Fire Service and Civil Defense Mofidar Rahman said a Thakurgaon-bound bus of Dipjal Enterprise from Dhaka collided head-on with a bus of Nishat Enterprise coming from the opposite direction, leaving five people dead on the spot and at least twenty six people severely injured.On hearing the big bang of collision, the locals rushed to the spot and informed the police and the fire service. The rescuers arrived at the spot within few minutes, recovered the bodies and sent the injured to Thakurgaon Sadar Hospital where two others succumbed to their injuries, he said.He said another injured died while being shifted to Rangpur Medical College Hospital.Two other women — Anwara and Kamrunnessa — died at Thakurgaon Sadar Hospital in the afternoon, he said.Witnesses said that the buses collided head-on as one of them tried not to hit a Nosimon which remained unscathed and fled the scene.As the two buses were badly smashed and remained on the highway, vehicular movement stopped immediately, they said, adding that the traffic movement resumed on the highway after about three hours when the smashed buses were removed from the road following the rescue operation.One of the injured passengers of Nishat Enterprise said that the bus, scheduled to travel 100-kilometre route from Baliadangi to Dinajpur in two hours, had been running at high speed to cover for the time lapsed on the way.Thakurgaon police station officer-in-charge Ashiqur Rahman told New Age that they seized the buses.More about:",https://www.newagebd.net/article/80425/10-killed-in-thakurgaon-road-accident
New Age BD,"Aug 01,2019"," 3 killed in Rajshahi, Cumilla road accidents ",More about:,https://www.newagebd.net/article/80305/3-killed-in-rajshahi-cumilla-road-accidents
New Age BD,"Jul 31,2019",Three people die in Cumilla road accident,More about:,https://www.newagebd.net/article/80226/three-people-die-in-cumilla-road-accident
New Age BD,"Jul 29,2019",6 killed as bus overturns in Gopalganj,"The deceased were identified as Lokman Molla, 60, Gaffar Molla, 65, Kibria Molla, 50, Chan Mia, 30, Rabbi, 20 and Aslam Sheikh Kala, 35 of Jaladanga in Naragati upazila of Narail district.   Md Azizur Rahman, officer-in-charge of Kashiani police station, said the bus overturned on the road as its driver lost control over the steering and hit a stationary truck in the area around 11:30am, leaving five people dead on the spot and 16 others injured.   Fire service and police rescued other injured passengers and admitted them to Kashiani Upazila Health Complex while five severely injured were taken to Faridpur Medical College Hospital.   Later, Aslam Sheikh succumbed to his injuries at Faridpur Medical College Hospital.    More about:",https://www.newagebd.net/article/80032/6-killed-as-bus-overturns-in-gopalganj
New Age BD,"Jul 29,2019",Road safety elusive as demands not met,"Road safety remains elusive a year after the countrywide student protests that erupted after the death of two Shaheed Ramiz Uddin Cantonment College students in an accident because of reckless driving at Kurmitola in Dhaka on July 29, 2018.Most of the demands for road safety, made by the students who had held protests for more than a week across the country, remain unimplemented despite positive assurances from the authorities.The authorities, however, have claimed that the situation has improved following different initiatives taken by the government in last one year.On the other hand, road safety experts have asserted that the situation on roads has deteriorated as the number of fatal accidents increased over the period and nothing worth mentioning has been achieved.Many directives were issued and recommendations made but there were no significant and visible initiatives to implement them, they added.Thousands of students took to streets after their two fellows were killed when a reckless driver drove a Jabal-e-Noor company bus off the road and ploughed through a crowd while competing with another bus of the same company.Amid an utter anarchy in the road sector for long, the students demanded highest punishment for the bus drivers responsible for the killing of the two, establishing footbridges and taking safety measures for safe movement of students, establishing speed-breakers in accident-prone areas including in front of the schools and colleges.They also demanded taking all responsibilities by the government of the families of the deceased and injured, compelling the buses to carry students, half fare for the students, not allowing buses without fitness and driving by any unlicensed driver at any place of the country and ban on carrying passengers by public transports in excess of their capacity.The prime minister on June 25, 2018 gave directives to ensure drivers’ rest every five hours, to employ alternate drivers for long-distance vehicles, training and resting facilities for drivers and their assistants, use of seatbelts while travelling, and abiding by the traffic signals.Most of these demands and directives still remain on paper.Meanwhile, a Dhaka court began the trial of two owners, two drivers and two assistants of Jabal-e-Noor in July this year and the next date of the case is August 22 for the testimony by the Investigation Officer.In another development, the High Court on Wednesday last asked the owners of 4.79 lakh unfit vehicles running across the country to get fitness certificates for the vehicles from the Bangladesh Road Transports Authority within two months.Earlier on April 28, a committee headed by former shipping minister and influential transport sector workers-owners leader Shajahan Khan submitted as many as111 recommendations to prime minister Sheikh Hasina to bring back order on the roads and reduce the number of road accidents.According to the Bangladesh Road Transport Authority, in June this year, across the country, 40.57 lakh registered motor vehicles were run by around 22 lakh drivers with valid licences.The transport operators, therefore, have to struggle to get alternate drivers, and the long-route drivers are yet to get the proposed resting places.Meanwhile, the number of deaths on roads has increased as violation of traffic rules by all sections of people continued across the country, including reckless driving, overtaking, overloading and operation of unfit vehicles.The lack of public transports and facilities for commuters has exacerbated the problem.The government on September 20 last year passed the Road Transport Act, 2018 in the wake of the student agitation for road safety, which is yet to be implemented.Since July last year, the police have observed a countrywide traffic week and the Dhaka Metropolitan Police traffic months and weeks.Within seven months of their countrywide movement for safe roads, students restarted agitating after a Suprabhat Pvt Ltd bus ran over a Bangladesh University of Professionals student on the Pragati Sarani at Badda in the capital on March 19, 2019.Besides, as showed by police statistics prepared based on first information reports, yearly fatalities in road accidents increased in Bangladesh in 2018.According to the statistics, 2018 saw 2,635 people killed and 1,920 injured in 2,609 traffic accidents, the previous year 2,513 killed and 1,898 injured in 2,562 accidents, while the year before witnessed 2,463 killed and 2,134 injured in 2,566 accidents.In the first four months of the current year, 427 people were killed and 658 injured in 848 accidents across the country, the police data shows.According to Bangladesh University of Engineering and Technology’s Accident Research Institute, which compiles statistics on road accidents from newspaper reports, 2,408 people were killed and 3,947 injured in 2,177 accidents up to July 20 this year.Road Transport and Highways Division secretary Md Nazrul Islam told New Age on Sunday that in recent years the number of vehicles had increased on the roads under the Local Government Engineering Department and the Roads and Highways Department.‘If we analyse the number of increased vehicles, new roads and accidents then we will find that the road safety situation has improved in recent times,’ he said.BRTA chairman Md Moshiar Rahman said that they had taken many initiatives including holding awareness programmes, publishing advertisements and operation of mobile courts.He claimed that the rate of accidents had gone down though the number was still high as passenger-laden three-wheeler vehicles still got on highways illegally, causing fatal accidents.Professor M Anwar Hossian, who headed a nine-member expert sub-committee on road safety in 2011, told this daily that he did not see any big change in the road safety situation in last one year.He pointed out that Obaidul Quader, the road transport and bridges minister, was simultaneously working as the general secretary of Bangladesh Awami League, who also got sick this year for a considerable period of time.This ministry should have a full-time strong leadership as it was not possible on Obaidul’s part to give much time to the road sector, he said, adding, ‘The government lacks commitment to improving the situation.’Accident Research Institute director Professor Mizanur Rahman said that considering the data the situation had deteriorated as the number of fatal accidents increased this year.He also said that though many directives were issued and recommendations made (with regard to road safety) there was no visible initiative to implement them.Besides making people aware, the authorities should increase the number of facilities like public transports and enhance the road network to improve the situation, he added.The Passenger Welfare Association of Bangladesh in a statement on Sunday demanded immediate implementation of the students’ demands.More about:",https://www.newagebd.net/article/80011/road-safety-elusive-as-demands-not-met
New Age BD,"Jul 28,2019"," 4 killed, 11 hurt in Noakhali road accident ",More about:,https://www.newagebd.net/article/79943/4-killed-11-hurt-in-noakhali-road-accident
New Age BD,"Jul 28,2019"," Truck crashes into auto-rickshaw, 4 killed ","The deceased were identified as Khokon, a shoemaker, Razia Khatun, 75, Ohid Mia, 38, and auto-rickshaw driver Sharif.The truck crashed into the CNG-run auto-rickshaw in front of Mandarkandi Girls High School on Mathkhola-Katiadi road at 8:00am, leaving Sharif and Khokon dead on the spot and two others injured, said Md Shafiqul Islam, officer-in-charge of Ahutia Investigation Centre.Injured Razia Khatun died at Katiadi Upazila Health Complex while Ohid Mia on way to hospital, he added.Police arrested the truck driver.More about:",https://www.newagebd.net/article/79931/truck-crashes-into-auto-rickshaw-4-killed
New Age BD,"Jul 26,2019",Five killed in Kurigram and Sylhet road mishaps,"In Kurigram, three people of a family were killed and three others injured in a road accident at Senior Madrassah area in Kurigram.The deceased were identified as Mostafa Kamal, 35, of village Jigabari Karimer Khamar in Kurigram, his wife Jotsna Begum, 28, and his grandmother Johora Bewa, 75.The injured — auto-rickshaw driver Manik, deceased Mostafa’s daughter Mim Akhter, and another passenger Jahidul Islam — were undergoing treatment.Locals said the accident took place while a Kurigram town bound battery-run auto-rickshaw was hit from behind by a speedy bus of Arpan Paribahan at the Madrassah area around 12:15pm, leaving six in the auto-rickshaw severely injured.The locals and police took them to Kurigram General Hospital where three of them died while undergoing treatment.The other three injured were admitted to Kurigram General Hospital from where auto-rickshaw driver Manik was shifted to Rangpur Medical College Hospital in a critical condition, said Kurigram sadar police officer-in-charge Mahfuzar Rahman.He said that they seized the bus and were expecting a case from the victims’ family.In Sylhet, a woman and her daughter were killed and three more women injured as a microbus of a wedding party plunged into a roadside ditch on Friday afternoon.The deceased were identified as Salma Begum, 34, wife of Amir Ali of village Jugirgaon of Jalalabad in Sylhet, and her daughter Anisha Begum, 6, police said.Local people said that a microbus plunged into the ditch along Dhaka-Sylhet Highway at Tetley under Dakshin Surma in the city around 2:30pm after its driver lost his control over the vehicle.Salma and her minor girl Anisha died on the spot while her other daughter Jannat, 16, her relative Shahnaz, 35, and Khayrun, 30, were injured critically, police said.Dakshin Surma police officer-in-charge Khayrul Fazal said that the injured were sent to Sylhet Osmani Medical College Hospital after rescuing them from the spot in critical conditions.He said that the victims were going to Bishwanath from their home in Jugirgaon to attend a wedding.The microbus was seized from the spot but its driver fled the scene immediately after the accident, he added.  More about:",https://www.newagebd.net/article/79719/five-killed-in-kurigram-and-sylhet-road-mishaps
New Age BD,"Jul 24,2019"," Four killed in Gazipur, Chattogram road accidents ",More about:,https://www.newagebd.net/article/79494/four-killed-in-gazipur-chattogram-road-accidents
New Age BD,"Jul 23,2019",Writ seeks Tk 10cr compensation over sergeant Kibria’s death,"A writ was filed with the High Court seeking its directive to provide Tk 10 crore as compensation to the family members of traffic police sergeant Golam Kibria who died in a road accident on July 16.Advocate Mohammad Faizullah filed the writ petition on behalf of Golam Kibria's father on Tuesday with the HC bench concerned.The writ also sought the issuance of a rule asking the government to explain as to why the authorities concerned should not be directed to provide Tk 10 crore compensation to the family members of the traffic police sergeant.The petition will likely to hear on the HC bench of Justice JBM Hassan and Justice Md Khairul Alam on Sunday.Golam Kibria, a traffic police sergeant, was injured when a covered van hit him while performing duty on Barishal-Patuakhali highway in front of Barisal University on July 15.He later succumbed to his injuries at Dhaka Medical College and Hospital on July 16.More about:",https://www.newagebd.net/article/79407/writ-seeks-tk-10cr-compensation-over-sergeant-kibrias-death
